Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,21.72,4일,2270,2,3,6,6,20,TRUE,6,2,1,1,1,1,5,659,2017-08-16,3,KP,990000,0,,,5.69,3.03,3.06,2.7,2.65,2.56
2,Hanguk,Soon Jung,429263807,,,27.49,4일,1380,7,5,7,6,20,TRUE,5,5,1,1,3,1,3,570,2017-08-13,3.5,KP,770000,0,,,6.76,5.23,5.38,3.95,3.72,3.42
3,Hanguk,Dong-Ho Lee,429263808,,,28.103,4일,450,4,5,6,7,20,TRUE,1,6,5,2,2,2,4,613,2017-08-16,3.5,W,300000,0,,,4.18,6.37,6.9,5.74,6.12,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.29,4일,780,2,1,6,6,20,TRUE,1,7,4,3,4,2,5,719,2017-08-16,3.5,WB,370000,0,,,3.45,5.74,6,4.76,4.71,3.71
5,Hanguk,Pyung-Jae Song,429263810,Powerful,,30.87,4일,310,3,5,7,6,20,TRUE,1,6,5,4,3,1,7,599,2017-08-13,4,CD,280000,0,,,4.39,7.03,7.25,6.49,6.48,4.79
6,Hanguk,Yong-Seo Kwon,429263811,,,26.59,4일,1330,3,4,6,7,20,TRUE,1,7,3,6,4,2,6,772,2017-08-13,4,CD,390000,1,,,4.37,7.1,6.75,5.85,5.05,4.7
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,31.71,4일,800,2,5,6,5,20,TRUE,2,6,6,5,6,3,6,594,2017-08-13,3.5,WB,310000,0,,,4.44,6.54,6.69,6.53,6.6,5.61
8,Hanguk,Min-Gyu Jung,429263814,,,21.33,4일,670,1,2,5,5,20,TRUE,1,5,6,4,4,2,5,683,2017-08-13,3.5,W,310000,0,,,2.96,5.05,5.3,5.18,5.42,4.13
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.40,4일,840,3,2,6,5,20,TRUE,1,4,6,3,6,2,6,669,2017-08-16,2.5,CD,330000,0,,,2.89,4.72,5.1,5.29,5.76,4.5
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,24.2,4일,1060,4,3,4,6,20,TRUE,1,6,7,2,3,2,4,772,2017-08-16,3,W,430000,0,,,3.05,5.06,5.67,5.01,5.62,3.86
11,Hanguk,Ryung-Tae Kim,429263818,,,25.68,4일,840,2,3,6,6,20,TRUE,2,5,6,3,5,3,5,651,2017-08-16,4,IM,330000,0,,,4.08,5.69,6.13,5.9,6.37,5.19
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.65,4일,960,5,4,7,6,20,TRUE,1,3,7,3,5,3,4,724,2017-08-16,4.5,IM,410000,2,,,3.49,5.59,6.12,6.79,7.63,6.14
13,Hanguk,Hong-Woon Kim,429263820,Technical,,20.80,4일,1400,2,3,6,7,20,TRUE,1,4,6,6,5,3,4,658,2017-08-16,3,CD,330000,0,,,3.46,6.04,5.96,6.65,6.66,5.83
14,Hanguk,Moon-Hak Park,429263822,Powerful,,27.104,4일,1270,4,4,5,7,20,TRUE,1,6,5,6,4,4,3,615,2017-08-13,3.5,WB,310000,0,,,3.72,6.32,6.21,5.95,5.7,5.36
15,Hanguk,Bong-Joo Kim,429263823,,,22.14,4일,2480,4,3,7,6,20,TRUE,1,4,6,7,6,2,4,798,2017-08-16,3,CD,370000,1,,,3.58,6.42,6.17,7.15,6.94,5.91
16,Hanguk,Kil-Sung Park,429263824,,,18.76,4일,960,5,2,4,5,20,TRUE,1,3,3,5,4,7,6,784,2017-08-13,4,FW,410000,0,,,2.3,3.49,3.24,3.57,3.4,4.6
17,Hanguk,Seung-Ok Lee,429263826,Technical,,33.25,4일,170,5,6,4,7,20,TRUE,1,2,4,3,3,7,5,680,2017-08-16,4,FW,310000,0,,,2.68,3.63,3.7,4.11,4.42,5.24
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,25.40,4일,1030,2,4,6,6,20,TRUE,1,2,5,3,6,6,3,642,2017-08-13,4.5,FW,310000,2,,,2.94,4.24,4.44,5.26,5.79,6.24
19,Hanguk,Yong-Jae Kim,429284705,Unpredictable,,17.85,3일,0,3,1,6,5,20,TRUE,1,1,2,3,3,2,2,290,2017-08-16,1.5,WB,250000,0,,,1.91,2.38,2.2,2.77,2.67,2.9
99,Hanguk,In-Guh Park,429263805,,,40.80,4일,0,4,6,2,5,20,TRUE,1,2,2,1,1,1,1,190,,,,250000,0,,,1.63,1.85,1.94,1.81,1.88,1.64
