Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.96,5 시즌 0 주 6 일,64540,3,3,5,8,20,TRUE,16,5,1,1,1,2,10,1642,2019-01-13,7.5,KP,19050000,0,12.14,4.75,4.42,4.48,4.09,4.56,4.72,3.95,3.62,3.13,3.08,3.01,3.15,2.95,2.94,2.76,2.88,2.72,2.87,0,KP,12.14
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,24.25,5 시즌 8 주 6 일,1070,5,4,5,8,20,TRUE,1,7,4,3,5,2,9,714,2019-01-13,4,CD,390000,26,4.08,6.63,6.36,6.47,6.09,6.62,6.67,6.16,5.82,5.45,5.43,5.32,5.56,5.41,5.4,5.26,4.47,4.95,4.38,0,CDtw,6.67
6,Hanguk,Jae-Shin Cha,427619238,,,32.6,5 시즌 8 주 6 일,300,5,6,4,6,20,TRUE,1,7,3,6,3,1,11,697,2019-01-13,4,WB,320000,26,3.51,5.81,5.61,5.49,5.39,5.34,5.64,4.84,4.96,4.58,4.46,4.67,4.13,3.94,4.2,3.75,3.38,3.53,3.63,0,WBd,5.81
8,Hanguk,Hong-Chan Son,427619240,,R,26.66,5 시즌 8 주 6 일,1120,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,634,2019-01-13,3.5,W,310000,9,3.82,6.4,6.45,6.51,6.51,6.58,6.46,6.74,6.6,6.7,6.76,6.62,6.81,6.77,6.85,6.7,5.1,5.87,5.04,0,IMtw,6.85
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.72,5 시즌 8 주 6 일,1350,4,5,7,7,20,TRUE,1,6,7,3,3,2,11,732,2019-01-16,5,IM,430000,19,4.5,7.49,7.45,7.74,7.44,8.12,7.75,8.3,7.4,7.41,7.65,6.97,8.22,8.05,7.89,7.85,5.74,6.34,5.38,0,Cdo,8.3
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.39,5 시즌 8 주 6 일,390,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,605,2019-01-13,4,W,310000,19,4.8,6.45,6.41,6.69,6.4,7.07,6.7,7.24,6.56,6.62,6.8,6.29,7.33,7.3,7.09,7.25,5.54,6.33,5.15,0,IMd,7.33
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.48,5 시즌 8 주 6 일,510,3,5,5,6,20,TRUE,1,3,7,3,4,3,10,703,2019-01-16,4,IM,380000,10,3.11,4.72,4.92,5.12,5.15,5.38,4.96,5.97,5.51,5.89,6.11,5.63,6.55,6.61,6.43,6.64,5.27,5.73,4.95,0,IMo,6.64
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.36,5 시즌 8 주 6 일,1540,2,4,7,7,20,TRUE,1,5,6,6,5,2,10,639,2019-01-16,5,W,330000,27,4.21,7.2,7.29,7.27,7.39,7.25,7.2,7.43,7.45,7.58,7.61,7.58,7.53,7.49,7.64,7.44,6.12,0,6.17,6.74,IMtw,7.64
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.89,5 시즌 8 주 6 일,2240,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,757,2019-01-16,5,W,350000,16,4.3,7.26,7.32,7.17,7.38,6.96,7.13,6.96,7.4,7.44,7.35,7.65,6.95,6.95,7.23,6.94,6.18,6.75,6.42,0,Wo,7.65
16,Hanguk,Dong-Shik Kim,427619248,,Y×1 Inj 1,23.83,5 시즌 8 주 6 일,1390,6,4,6,8,20,TRUE,1,3,3,6,4,7,12,738,2019-01-16,5,FW,410000,60,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
