Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.84,4 시즌 15 주 1 일,68110,3,3,6,8,20,TRUE,16,5,1,1,1,2,10,1621,2019-01-06,8,KP,19050000,0,13.28,5.2,4.84,4.9,4.47,4.99,5.16,4.32,3.96,3.43,3.36,3.29,3.45,3.23,3.21,3.01,3.15,2.98,3.14,0,KP,13.28
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,24.13,5 시즌 7 주 1 일,1130,5,4,6,8,20,TRUE,1,7,4,3,5,2,9,713,2019-01-06,4,CD,390000,26,4.47,7.26,6.96,7.08,6.66,7.25,7.3,6.75,6.37,5.97,5.94,5.82,6.08,5.92,5.91,5.76,4.89,5.42,4.79,0,CDtw,7.3
6,Hanguk,Jae-Shin Cha,427619238,,,31.106,5 시즌 7 주 1 일,460,5,6,6,6,20,TRUE,1,7,3,6,3,1,11,700,2019-01-06,4,WB,350000,26,4.3,7.11,6.87,6.73,6.61,6.54,6.92,5.93,6.07,5.62,5.46,5.72,5.07,4.83,5.14,4.59,4.14,4.32,4.45,0,WBd,7.11
8,Hanguk,Hong-Chan Son,427619240,,,26.54,5 시즌 7 주 1 일,1090,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,628,2019-01-06,4,W,310000,9,3.82,6.4,6.45,6.51,6.51,6.58,6.46,6.74,6.6,6.7,6.76,6.62,6.81,6.77,6.85,6.7,5.1,5.87,5.04,0,IMtw,6.85
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.60,5 시즌 7 주 1 일,1300,4,5,7,6,20,TRUE,1,6,7,3,3,2,11,744,2019-01-02,4.5,IM,430000,19,4.49,7.48,7.44,7.73,7.42,8.11,7.73,8.28,7.38,7.4,7.63,6.96,8.2,8.04,7.88,7.83,5.73,6.33,5.37,0,Cdo,8.28
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.27,5 시즌 7 주 1 일,370,6,5,6,6,20,TRUE,2,5,6,2,5,2,10,605,2019-01-06,3.5,W,310000,18,4.45,5.99,5.95,6.21,5.94,6.56,6.22,6.72,6.09,6.15,6.31,5.84,6.81,6.78,6.58,6.73,5.14,5.88,4.78,0,IMd,6.81
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.36,5 시즌 7 주 1 일,550,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,702,2019-01-02,4,IM,380000,10,3.4,5.17,5.39,5.61,5.64,5.89,5.43,6.53,6.03,6.44,6.68,6.17,7.17,7.23,7.03,7.26,5.77,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.24,5 시즌 7 주 1 일,1560,2,4,7,7,20,TRUE,1,5,6,6,5,2,10,642,2019-01-06,4.5,W,330000,27,4.21,7.2,7.29,7.27,7.39,7.25,7.2,7.43,7.45,7.58,7.61,7.58,7.53,7.49,7.64,7.44,6.12,0,6.17,6.74,IMtw,7.64
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.77,5 시즌 7 주 1 일,2130,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,743,2019-01-02,5,W,350000,16,4.31,7.27,7.34,7.18,7.39,6.98,7.14,6.98,7.41,7.46,7.36,7.66,6.96,6.96,7.24,6.96,6.19,6.77,6.43,0,Wo,7.66
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,23.71,5 시즌 7 주 1 일,1510,6,4,6,8,20,TRUE,1,3,3,6,4,7,12,753,2019-01-06,5,FW,410000,59,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
