Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,25.86,4 시즌 2 주 4 일,2040,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,658,2018-11-21,3.5,KP,990000,0,6.57,4.96,4.63,4.69,4.3,4.77,4.93,4.17,3.84,3.35,3.3,3.23,3.35,3.14,3.16,2.93,2.77,2.77,2.77,0,KP,6.57
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,35.85,4 시즌 2 주 4 일,80,2,6,7,5,20,TRUE,1,7,4,4,4,1,5,680,2018-11-21,3.5,W,290000,17,4.35,7.08,6.83,6.87,6.57,6.93,7.05,6.47,6.22,5.84,5.8,5.75,5.79,5.59,5.69,5.38,4.37,4.86,4.39,0,WBd,7.08
9,Hanguk,Seung-Min Lee,429263815,Quick,,23.54,4 시즌 2 주 4 일,10460,3,4,8,8,20,TRUE,1,10,6,3,6,2,6,1021,2018-11-18,6,IM,1550000,8,5.85,10.44,9.93,10.25,9.44,10.68,10.6,9.93,8.95,8.31,8.36,7.88,8.84,8.53,8.41,8.2,6.22,7.16,5.89,0,CD,10.68
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,28.16,4 시즌 2 주 4 일,4850,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,907,2018-11-21,6,IM,990000,5,5.27,9.26,8.91,9.33,8.58,9.89,9.57,9.54,8.15,7.73,7.96,7.09,8.75,8.4,8.16,8.01,5.6,6.27,5.13,0,CD,9.89
11,Hanguk,Ryung-Tae Kim,429263818,,,29.82,4 시즌 2 주 4 일,2190,2,4,6,6,20,TRUE,2,8,6,3,5,3,5,801,2018-10-31,4.5,IM,570000,9,4.92,7.49,7.24,7.47,7,7.78,7.64,7.48,6.77,6.48,6.56,6.16,6.96,6.79,6.66,6.6,5.33,5.83,5.06,0,CD,7.78
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,28.79,4 시즌 2 주 4 일,1290,5,5,8,7,20,TRUE,1,5,7,3,5,3,4,704,2018-11-21,5.5,IM,410000,15,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,,24.94,4 시즌 2 주 4 일,10740,2,4,7,8,20,TRUE,1,10,6,6,5,3,4,1032,2018-11-18,6.5,W,1430000,8,5.65,10.55,10.16,10.23,9.77,10.33,10.51,9.61,9.14,8.55,8.5,8.37,8.52,8.19,8.32,7.84,6.6,0,6.64,7.03,WBd,10.55
15,Hanguk,Bong-Joo Kim,429263823,,,26.28,4 시즌 2 주 4 일,12590,4,5,6,7,20,TRUE,1,10,6,7,6,2,4,1067,2018-11-18,6.5,W,1570000,19,5.3,9.93,9.6,9.6,9.27,9.59,9.83,8.93,8.74,8.22,8.13,8.17,7.96,7.68,7.91,7.39,6.06,6.7,6.2,0,WBd,9.93
16,Hanguk,Kil-Sung Park,429263824,,Y×1,22.90,4 시즌 2 주 4 일,2120,5,3,8,8,20,TRUE,1,5,3,5,4,7,6,755,2018-11-21,6,FW,410000,27,4.24,6.73,6.6,6.47,6.45,6.3,6.57,5.93,6.19,5.94,5.8,6.08,5.58,5.55,5.59,5.54,7.11,6.36,7.3,0,FWtw,7.3
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,29.54,4 시즌 2 주 4 일,1010,2,6,6,6,20,TRUE,1,4,5,3,6,6,3,612,2018-11-18,5.5,FW,300000,33,3.59,5.34,5.36,5.48,5.4,5.64,5.46,5.79,5.62,5.73,5.8,5.64,6.06,6.16,5.97,6.27,6.42,6.46,6.2,0,FWd,6.46
