Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,22.14,3시즌 5주 0일,43120,3,2,7,8,20,TRUE,13,5,1,1,1,2,8,1394,2018-07-04,7.5,KP,11930000,0,,,12.05,4.99,5.16,3.47,3.26,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,32.39,3시즌 13주 0일,190,5,5,7,6,20,TRUE,1,6,5,3,2,1,7,590,2018-07-08,4,CD,290000,9,,,4.42,6.92,7.3,6.27,6.44,4.57
4,Hanguk,Ji-Woon Lee,427619236,,,22.55,3시즌 13주 0일,1290,5,3,8,8,20,TRUE,1,7,4,3,5,2,7,727,2018-07-08,4.5,CD,390000,25,,,4.82,7.6,7.92,6.49,6.44,5.29
6,Hanguk,Jae-Shin Cha,427619238,,,30.36,3시즌 13주 0일,780,5,5,8,6,20,TRUE,1,7,3,6,3,1,10,730,2018-07-08,5,WB,360000,13,,,4.93,7.93,7.55,6.47,5.55,4.74
8,Hanguk,Hong-Chan Son,427619240,,,24.96,3시즌 13주 0일,1200,5,3,7,7,20,TRUE,1,5,6,5,5,1,8,637,2018-07-04,4,WB,310000,1,,,4.07,6.99,7.13,7.26,7.34,5.49
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,22.103,3시즌 13주 0일,1000,2,3,4,8,20,TRUE,1,5,6,3,6,3,10,620,2018-07-04,3.5,IM,330000,10,,,3.11,5.06,5.44,5.31,5.73,4.73
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,26.102,3시즌 13주 0일,1690,4,5,8,7,20,TRUE,1,6,7,3,3,2,9,764,2018-07-08,5,IM,430000,13,,,4.77,7.9,8.61,7.86,8.54,6.08
11,Hanguk,Kwang-Hwan Yun,427619243,,Y×1,29.69,3시즌 13주 0일,620,6,5,6,6,20,TRUE,2,5,6,2,5,2,9,627,2018-07-04,4,W,320000,12,,,4.53,6.06,6.68,6.26,6.9,5.24
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,28.78,3시즌 13주 0일,940,3,4,7,7,20,TRUE,1,3,7,3,4,3,8,736,2018-07-04,5,IM,410000,8,,,3.62,5.81,6.36,6.96,7.83,6.22
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.66,3시즌 13주 0일,1640,2,4,7,8,20,TRUE,1,5,6,6,5,2,9,628,2018-07-08,5,W,330000,19,,,4.27,7.39,7.35,7.68,7.6,6.21
