Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.95,1시즌 10주 0일,10350,4,3,7,7,20,TRUE,9,3,1,1,1,1,11,951,2017-11-01,5,KP,1970000,0,,,8.91,4.07,4.15,3.31,3.19,2.97
2,Hanguk,Jee-Hoon Kim,428709461,,,19.104,1시즌 2주 0일,5880,3,1,8,6,20,TRUE,8,5,1,1,1,2,8,803,2017-11-05,4.5,KP,930000,0,,,8.17,4.55,4.72,3.05,2.84,2.76
3,Hanguk,Eun-Seok Hong,427619235,,,30.17,1시즌 10주 0일,430,5,4,7,6,20,TRUE,1,6,6,3,2,2,7,612,2017-11-01,4,CD,300000,4,,,4.29,6.99,7.51,6.61,7.02,5.09
4,Hanguk,Ji-Woon Lee,427619236,,,20.33,1시즌 10주 0일,850,5,2,4,7,20,TRUE,1,7,4,3,5,2,7,709,2017-10-15,3,CD,390000,5,,,3.27,5.24,5.47,4.46,4.42,3.6
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.79,1시즌 10주 0일,140,5,5,5,5,20,TRUE,1,6,4,4,2,1,10,592,2017-11-05,3,CD,280000,3,,,3.6,5.6,5.67,4.88,4.7,3.59
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.14,1시즌 10주 0일,1070,5,5,6,7,20,TRUE,1,7,3,6,3,2,10,756,2017-11-01,4.5,WB,390000,7,,,4.48,7.22,6.87,5.89,5.09,4.67
7,Hanguk,In-Moo Byon,427619239,,,33.2,1시즌 10주 0일,200,1,6,5,5,20,TRUE,2,6,5,5,5,3,6,590,2017-11-01,3.5,WB,290000,4,,,4.31,6.14,6.17,5.84,5.73,5.07
8,Hanguk,Hong-Chan Son,427619240,,Y×1,22.74,1시즌 10주 0일,1100,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,630,2017-11-05,3.5,WB,310000,0,,,3.79,6.5,6.63,6.76,6.83,5.1
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.81,1시즌 10주 0일,1130,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,616,2017-11-05,4,IM,330000,6,,,3.67,5.97,6.43,6.27,6.77,5.58
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.80,1시즌 10주 0일,1570,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,763,2017-11-01,4.5,IM,430000,5,,,4.19,7.02,7.66,6.98,7.6,5.38
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.47,1시즌 10주 0일,960,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,654,2017-11-05,5,IM,330000,9,,,4.83,6.68,7.18,6.91,7.41,5.71
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,26.56,1시즌 10주 0일,1020,3,4,6,7,20,TRUE,1,3,7,3,4,3,8,757,2017-11-05,3.5,FW,410000,7,,,3.4,5.45,5.97,6.53,7.35,5.84
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.44,1시즌 10주 0일,1330,2,3,5,7,20,TRUE,1,5,6,6,5,2,9,638,2017-11-01,4,W,330000,8,,,3.44,6.06,6.02,6.3,6.23,5.06
14,Hanguk,Se-Jong Cho,427619246,,,29.44,1시즌 10주 0일,720,4,5,6,6,20,TRUE,1,5,5,6,3,4,8,610,2017-11-05,4,WB,290000,16,,,3.92,6.51,6.35,6.37,6.15,5.82
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.97,1시즌 10주 0일,2080,5,3,6,7,20,TRUE,1,5,5,7,6,2,9,765,2017-11-01,5,W,350000,8,,,3.79,6.64,6.3,6.75,6.29,5.57
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,19.91,1시즌 10주 0일,1460,6,2,6,7,20,TRUE,1,3,3,6,4,7,10,765,2017-11-01,5,FW,410000,19,,,3.02,4.75,4.25,4.88,4.47,6.15
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.30,1시즌 10주 0일,40,2,6,7,5,20,TRUE,1,2,4,3,3,6,7,590,2017-11-05,4,FW,270000,18,,,3.26,4.42,4.51,5,5.35,6.02
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.51,1시즌 10주 0일,1170,3,4,6,7,20,TRUE,1,2,5,3,6,6,7,644,2017-10-29,5,FW,310000,16,,,3.12,4.51,4.73,5.59,6.16,6.63
20,Brasil,Jader da Matta,427827635,,Y×1,33.8,1시즌 4주 6일,390,4,6,7,6,13,FALSE,2,6,6,5,6,2,8,590,2017-11-01,4,WB,360000,2,,,4.29,6.64,6.81,6.63,6.68,5.23
21,Belgium,Jitse Haes,428112207,,Y×1,32.49,1시즌 4주 6일,470,4,5,4,6,13,FALSE,2,6,6,5,6,2,7,590,2017-10-29,3.5,W,372000,2,,,3.2,5,5.13,4.99,5.03,3.93
22,Nederland,Keith Esser,428060480,Quick,Y×1,32.66,1시즌 4주 6일,680,5,6,7,6,13,FALSE,2,6,5,6,6,2,9,590,2017-11-05,4.5,W,372000,3,,,4.31,6.64,6.51,6.38,6.04,5.1
23,Belgium,Mathias Piron,428125893,Technical,,33.18,1시즌 4주 6일,370,6,5,6,6,13,FALSE,2,6,5,5,6,2,9,590,2017-11-05,4,W,360000,2,,,3.88,5.86,5.9,5.61,5.47,4.5
24,Canada,Philippe Morel,425173438,Unpredictable,,34.32,1시즌 4주 6일,110,5,6,6,5,13,FALSE,2,6,5,5,5,2,7,590,2017-11-05,4,W,324000,4,,,3.86,5.8,5.83,5.48,5.34,4.34
25,Polska,Pylyp Nagorniak,406205227,,Y×1,27.91,1시즌 4주 6일,2250,5,3,8,6,13,FALSE,1,6,7,3,6,3,9,729,2017-11-01,4.5,IM,444000,2,,,3.5,6.53,7.21,6.75,7.45,5.62
26,Türkiye,Türker Arkan,425734621,,,33.108,1시즌 4주 6일,360,1,6,4,5,13,FALSE,2,6,7,5,5,2,7,680,2017-10-15,4.5,IM,456000,11,,,3.18,5.08,5.3,5.19,5.38,3.97
