Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.1,1시즌 6주 1일,2270,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,659,2018-01-14,3.5,KP,990000,0,,,6.39,3.77,3.85,3.08,2.96,2.76
2,Hanguk,Soon Jung,429263807,,,28.90,1시즌 6주 1일,110,7,5,8,7,20,TRUE,5,5,1,1,3,1,3,318,2018-01-10,4,KP,770000,0,,,7.15,5.52,5.69,4.17,3.94,3.61
3,Hanguk,Dong-Ho Lee,429263808,,,30.32,1시즌 6주 1일,420,4,5,7,6,20,TRUE,1,6,5,2,2,2,4,612,2018-01-10,3.5,W,310000,5,,,4.46,6.8,7.37,6.13,6.53,4.88
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.70,1시즌 6주 1일,4580,2,2,6,7,20,TRUE,1,10,4,3,4,2,5,1003,2018-01-14,5,CD,730000,1,,,4.79,7.98,8.37,5.89,5.67,4.3
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.16,1시즌 6주 1일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2018-01-10,4,W,350000,5,,,4.9,7.69,7.81,6.5,6.21,4.77
6,Hanguk,Yong-Seo Kwon,429263811,,,27.100,1시즌 6주 1일,4060,3,4,6,7,20,TRUE,1,9,3,6,4,2,6,959,2018-01-14,4.5,W,570000,5,,,4.87,8.11,7.84,6.17,5.26,4.7
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.0,1시즌 6주 1일,700,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2018-01-14,4.5,W,320000,8,,,4.83,7.24,7.44,6.83,6.85,5.67
8,Hanguk,Min-Gyu Jung,429263814,,,22.74,1시즌 6주 1일,2510,1,3,6,7,20,TRUE,1,8,6,4,4,2,5,815,2018-01-10,3.5,CD,330000,2,,,4.52,7.8,8.21,6.91,7.02,5.18
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.81,1시즌 6주 1일,3140,3,2,6,7,20,TRUE,1,8,6,3,6,2,6,804,2018-01-10,4,CD,330000,0,,,4.3,7.4,7.98,6.66,6.97,5.13
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.43,1시즌 6주 1일,3740,4,4,6,7,20,TRUE,1,8,7,2,3,2,4,871,2018-01-10,4.5,IM,570000,1,,,4.69,7.85,8.73,7.1,7.78,5.25
11,Hanguk,Ryung-Tae Kim,429263818,,,26.109,1시즌 6주 1일,2220,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,773,2018-01-14,4.5,IM,350000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.106,1시즌 6주 1일,1160,5,4,7,7,20,TRUE,1,4,7,3,5,3,4,714,2018-01-10,4.5,IM,410000,5,,,3.94,6.43,7.04,7.32,8.14,6.46
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.9,1시즌 6주 1일,3940,2,3,6,8,20,TRUE,1,7,6,6,5,3,4,805,2018-01-10,4.5,WB,470000,2,,,4.32,7.73,7.77,7.3,7.13,5.97
15,Hanguk,Bong-Joo Kim,429263823,,,23.55,1시즌 6주 1일,6110,4,3,8,7,20,TRUE,1,7,6,7,6,2,4,815,2018-01-10,5,WB,410000,5,,,4.79,8.76,8.62,8.39,7.97,6.5
16,Hanguk,Kil-Sung Park,429263824,,,20.5,1시즌 6주 1일,1420,5,2,6,7,20,TRUE,1,4,3,5,4,7,6,753,2018-01-10,5.5,FW,410000,12,,,3.21,4.99,4.7,4.76,4.48,5.93
17,Hanguk,Seung-Ok Lee,429263826,Technical,,34.66,1시즌 6주 1일,40,5,7,7,5,20,TRUE,1,2,4,3,3,6,5,590,2018-01-14,4.5,FW,290000,13,,,3.35,4.52,4.61,5.1,5.45,6.14
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.81,1시즌 6주 1일,1130,2,5,5,7,20,TRUE,1,3,5,3,6,6,3,641,2018-01-14,5,FW,310000,20,,,3.19,4.68,4.92,5.36,5.83,6.17
31,Česká republika,Leoš Broukal,397610518,Head,,28.63,13주 0일,15830,3,6,6,6,11,FALSE,1,9,9,2,8,5,4,903,2018-01-14,6,IM,1980000,29,,,4.16,7.86,9.01,7.68,8.8,6.73
32,Deutschland,Toktamış Batmaz,413755690,,,24.30,13주 1일,9370,5,2,7,8,11,FALSE,1,7,8,2,8,3,3,851,2018-01-14,4,CD,900000,4,,,3.5,6.87,7.93,7.15,8.23,5.85
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.10,12주 0일,230,5,1,6,6,20,TRUE,1,5,4,2,2,4,1,528,2018-01-14,2.5,CD,250000,1,,,3.04,4.73,5.08,4.21,4.5,4.09
36,Hanguk,Ki-Bum Lee,432028611,,,18.67,8주 6일,60,7,1,5,6,20,TRUE,1,3,3,3,4,3,6,406,2018-01-07,3,W,250000,0,,,2.28,3.34,3.34,3.41,3.41,3.46
38,Hanguk,In-Ho Ryu,432215232,Quick,,19.10,6주 6일,110,2,1,7,5,20,TRUE,1,3,4,2,2,5,5,509,2018-01-14,3.5,FW,250000,3,,,2.54,3.75,4.03,3.89,4.31,4.41
41,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.33,4주 5일,4160,3,2,6,5,7,FALSE,1,7,5,7,7,2,4,811,2018-01-14,3.5,WB,540000,0,,,2.76,5.8,5.56,5.34,4.82,4.03
43,Hanguk,Ji-Soo Kim,433466579,Technical,Inj 1,18.18,3주 0일,540,3,1,6,5,20,TRUE,1,7,4,4,3,3,3,701,2018-01-14,3.5,CD,310000,0,,,3.34,5.71,5.81,4.69,4.51,3.88
44,Hanguk,Sang-Yong Jang,433566477,,Y×1,18.97,2주 0일,1040,2,1,7,5,20,TRUE,1,3,6,6,5,4,2,635,2018-01-14,2.5,WB,330000,2,,,2.58,4.83,4.72,5.75,5.85,5.46
46,Hanguk,Jung-Oh Han,433730490,Technical,,18.103,1일,230,4,1,6,5,20,TRUE,1,5,3,5,1,3,3,548,,,,270000,0,,,2.8,4.62,4.4,3.9,3.47,3.38
99,Hanguk,In-Guh Park,429263805,,,42.9,1시즌 6주 1일,0,4,6,3,1,20,TRUE,0,0,0,0,0,0,0,340,,,,250000,0,,,0.97,0.97,0.97,0.97,0.97,0.97
