Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.54,2시즌 11주 0일,23620,3,2,5,8,20,TRUE,12,5,1,1,1,2,8,1247,2018-04-25,6,KP,5450000,0,,,9.64,4.23,4.37,2.94,2.76,2.69
3,Hanguk,Eun-Seok Hong,427619235,,,31.79,3시즌 3주 0일,280,5,5,6,6,20,TRUE,1,6,6,3,2,1,7,606,2018-04-29,4,CD,290000,9,,,4.1,6.61,7.09,6.25,6.61,4.5
4,Hanguk,Ji-Woon Lee,427619236,,,21.95,3시즌 3주 0일,1100,5,3,5,8,20,TRUE,1,7,4,3,5,2,7,719,2018-04-29,3.5,CD,390000,22,,,3.95,6.22,6.48,5.32,5.27,4.33
6,Hanguk,Jae-Shin Cha,427619238,,,29.76,3시즌 3주 0일,990,5,5,8,6,20,TRUE,1,7,3,6,3,2,10,743,2018-04-25,5,WB,380000,12,,,4.93,7.93,7.55,6.47,5.59,5.14
8,Hanguk,Hong-Chan Son,427619240,,,24.24,3시즌 3주 0일,1090,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,628,2018-04-25,4,WB,310000,1,,,3.81,6.53,6.66,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,22.31,3시즌 3주 0일,1420,2,3,7,8,20,TRUE,1,5,6,3,6,3,10,626,2018-04-25,5,IM,330000,10,,,4.1,6.66,7.17,6.99,7.55,6.23
10,Hanguk,Kwang-Eul Jeon,427619242,,,26.30,3시즌 3주 0일,1700,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,769,2018-04-29,5,IM,430000,8,,,4.5,7.53,8.22,7.49,8.15,5.77
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.109,3시즌 3주 0일,820,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,625,2018-04-25,4,W,330000,12,,,4.81,6.65,7.15,6.88,7.38,5.69
12,Hanguk,Chan-Myung Lee,427619244,,,28.6,3시즌 3주 0일,960,3,4,8,7,20,TRUE,1,3,7,3,4,3,8,737,2018-04-25,5,IM,410000,8,,,3.77,6.04,6.61,7.24,8.14,6.47
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.106,3시즌 3주 0일,1560,2,3,7,8,20,TRUE,1,5,6,6,5,2,9,616,2018-04-29,5,W,330000,12,,,4.11,7.23,7.19,7.52,7.44,6.05
