Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.70,5 시즌 0 주 2 일,2400,2,5,7,7,20,TRUE,6,5,1,1,1,1,5,653,2019-02-24,4.5,KP,1010000,0,7.72,5.83,5.44,5.51,5.05,5.61,5.79,4.89,4.51,3.94,3.87,3.79,3.94,3.69,3.71,3.44,3.25,3.25,3.25,0,KP,7.72
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.69,5 시즌 0 주 2 일,40,2,6,7,4,20,TRUE,1,6,4,3,3,0,5,590,2019-02-20,4,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.66,5.38,5.4,5.21,5.51,5.32,5.38,5.11,3.75,4.32,3.69,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.0,5 시즌 0 주 2 일,4370,4,5,6,7,20,TRUE,1,9,7,2,3,2,4,904,2019-02-20,5.5,IM,1060000,6,4.98,8.67,8.34,8.73,8.03,9.25,8.94,8.92,7.64,7.25,7.46,6.66,8.19,7.87,7.64,7.5,5.28,5.9,4.85,0,CD,9.25
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.63,5 시즌 0 주 2 일,990,5,5,5,6,20,TRUE,1,5,7,3,5,3,4,705,2019-02-24,4.5,IM,390000,18,3.61,5.85,5.9,6.13,5.97,6.43,6.08,6.73,6.16,6.32,6.51,6.04,6.97,6.96,6.78,6.92,5.47,6.05,5.14,0,IMd,6.97
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.78,5 시즌 0 주 2 일,12250,2,5,8,8,20,TRUE,1,10,6,6,5,3,4,1060,2019-02-24,6.5,W,1650000,11,5.95,10.98,10.58,10.66,10.18,10.75,10.94,10.01,9.54,8.93,8.88,8.74,8.89,8.56,8.69,8.2,6.92,0,6.96,7.36,WBd,10.98
15,Hanguk,Bong-Joo Kim,429263823,,,27.12,5 시즌 0 주 2 일,13790,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1081,2019-02-24,6.5,W,1790000,24,5.69,10.65,10.31,10.3,9.95,10.29,10.56,9.58,9.38,8.83,8.72,8.77,8.54,8.24,8.49,7.93,6.5,7.19,6.65,0,WBd,10.65
16,Hanguk,Kil-Sung Park,429263824,,,23.74,5 시즌 0 주 2 일,2410,5,3,8,8,20,TRUE,1,5,3,5,4,7,6,779,2019-02-20,6,FW,410000,32,4.26,6.75,6.62,6.49,6.47,6.32,6.59,5.95,6.21,5.96,5.82,6.1,5.6,5.57,5.61,5.56,7.14,6.38,7.33,0,FWtw,7.33
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.38,5 시즌 0 주 2 일,870,2,6,7,6,20,TRUE,1,4,5,3,6,6,3,606,2019-02-24,5.5,FW,300000,41,3.87,5.75,5.78,5.91,5.82,6.08,5.88,6.24,6.06,6.18,6.25,6.08,6.54,6.64,6.43,6.76,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.20,4 시즌 7 주 1 일,7290,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-02-24,6.5,IM,1500000,48,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×2,21.87,3 시즌 13 주 1 일,14520,3,2,8,8,20,TRUE,1,11,4,4,3,3,3,1177,2019-02-20,6,W,3310000,1,5.75,10.57,9.86,9.99,9.15,10.17,10.5,8.86,8.08,7.02,6.91,6.71,7.03,6.53,6.6,6,5.28,0,5.3,5.32,WBd,10.57
