Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.54,1시즌 10주 3일,12920,3,2,7,7,20,TRUE,10,5,1,1,1,2,8,1008,2017-12-31,5.5,KP,1850000,0,,,9.84,4.9,5.07,3.41,3.2,3.12
3,Hanguk,Eun-Seok Hong,427619235,,,30.79,2시즌 2주 3일,330,5,5,5,6,20,TRUE,1,6,6,3,2,2,7,610,2017-12-31,4,CD,300000,6,,,3.74,6.02,6.47,5.7,6.05,4.42
4,Hanguk,Ji-Woon Lee,427619236,,,20.95,2시즌 2주 3일,1250,5,2,8,7,20,TRUE,1,7,4,3,5,2,7,737,2018-01-03,4.5,CD,390000,9,,,4.46,7.16,7.47,6.09,6.04,4.92
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.29,2시즌 2주 3일,120,5,5,7,6,20,TRUE,1,6,4,4,2,1,10,590,2018-01-03,4,CD,270000,3,,,4.34,6.75,6.83,5.88,5.66,4.33
6,Hanguk,Jae-Shin Cha,427619238,,,28.76,2시즌 2주 3일,980,5,5,5,7,20,TRUE,1,7,3,6,3,2,10,760,2017-12-24,3,WB,390000,8,,,4.07,6.55,6.23,5.34,4.61,4.24
7,Hanguk,In-Moo Byon,427619239,,,33.64,2시즌 2주 3일,200,1,6,7,5,20,TRUE,2,6,5,5,5,2,6,590,2017-12-31,3.5,WB,290000,5,,,4.87,6.94,6.97,6.6,6.45,5.38
8,Hanguk,Hong-Chan Son,427619240,,,23.24,2시즌 2주 3일,1040,5,3,5,8,20,TRUE,1,5,6,5,5,1,8,616,2018-01-03,3.5,WB,310000,1,,,3.48,5.97,6.09,6.21,6.27,4.69
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.31,2시즌 2주 3일,1270,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,643,2018-01-03,4.5,IM,330000,10,,,3.76,6.11,6.58,6.41,6.92,5.71
10,Hanguk,Kwang-Eul Jeon,427619242,,,25.30,2시즌 2주 3일,1500,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,756,2017-12-31,4.5,IM,430000,6,,,4.18,7.01,7.64,6.97,7.58,5.37
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.109,2시즌 2주 3일,920,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,646,2017-12-27,4,IM,330000,10,,,4.81,6.65,7.14,6.88,7.38,5.69
12,Hanguk,Chan-Myung Lee,427619244,,,27.6,2시즌 2주 3일,1030,3,4,7,7,20,TRUE,1,3,7,3,4,3,8,750,2018-01-03,5,IM,410000,8,,,3.66,5.87,6.43,7.04,7.92,6.29
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.106,2시즌 2주 3일,1340,2,3,5,8,20,TRUE,1,5,6,6,5,2,9,615,2018-01-03,4.5,W,330000,10,,,3.47,6.11,6.08,6.36,6.29,5.11
14,Hanguk,Se-Jong Cho,427619246,,,29.106,2시즌 2주 3일,700,4,5,6,6,20,TRUE,1,5,5,6,3,4,8,609,2018-01-03,4,WB,290000,18,,,3.92,6.52,6.36,6.38,6.16,5.83
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,24.47,2시즌 2주 3일,2010,5,4,5,8,20,TRUE,1,5,5,7,6,2,9,765,2018-01-03,4.5,W,350000,13,,,3.62,6.23,5.92,6.34,5.91,5.25
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,20.41,2시즌 2주 3일,1680,6,2,8,7,20,TRUE,1,3,3,6,4,7,10,772,2018-01-03,6,FW,410000,21,,,3.39,5.34,4.78,5.49,5.02,6.91
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,,35.92,2시즌 2주 3일,20,2,6,7,5,20,TRUE,1,2,3,3,3,6,7,590,2017-12-31,3.5,FW,270000,22,,,3.16,4.09,4.06,4.42,4.57,5.59
18,Hanguk,Kwang-Rae Kim,427619250,Head,,28.1,2시즌 2주 3일,950,3,4,6,7,20,TRUE,1,2,5,3,6,6,7,613,2017-12-27,5.5,FW,310000,20,,,3.12,4.51,4.73,5.6,6.17,6.64
21,Belgium,Jitse Haes,428112207,,,32.111,1시즌 13주 2일,480,4,5,6,5,15,FALSE,2,6,6,5,6,2,7,590,2017-12-31,4.5,W,372000,2,,,4.01,6.22,6.38,6.2,6.25,4.9
23,Belgium,Mathias Piron,428125893,Technical,,33.80,1시즌 13주 2일,320,6,5,7,5,15,FALSE,2,6,5,5,5,2,9,590,2017-12-31,4.5,W,360000,5,,,4.27,6.41,6.45,6.06,5.9,4.8
25,Polska,Pylyp Nagorniak,406205227,,,28.41,1시즌 13주 2일,1990,5,3,7,6,15,FALSE,1,6,7,3,6,3,9,706,2017-12-31,5,IM,444000,3,,,3.5,6.45,7.11,6.66,7.35,5.57
31,Hanguk,Se-Hee Park,430626797,,,19.88,1시즌 1주 3일,1290,4,2,7,7,20,TRUE,1,2,5,5,3,7,8,722,2018-01-03,5,FW,390000,11,,,2.94,4.76,4.64,5.69,5.93,6.83
34,Sverige,Axel Hermansson,422526443,,Y×1,29.63,15주 2일,1890,5,5,6,6,11,FALSE,2,7,7,2,6,2,9,701,2018-01-03,3.5,IM,516000,8,,,4.17,6.38,7.19,6.22,6.95,4.77
38,Latvija,Artem Skurlatov,409641598,,,27.69,11주 6일,2570,5,4,6,6,10,FALSE,1,8,6,3,4,3,4,837,2018-01-03,4,CD,732000,8,,,3.58,6.54,7.09,5.68,5.99,4.45
40,Perú,Matías Pichis,416567166,,,23.19,11주 1일,8150,6,1,5,7,10,FALSE,1,10,8,2,4,4,6,1000,2017-12-31,4.5,CD,1764000,4,,,3.25,6.76,7.75,5.75,6.51,4.33
41,Deutschland,Reinold Kisch,413993877,,,24.23,11주 1일,1760,5,2,3,7,10,FALSE,1,8,6,2,4,5,3,802,2017-12-31,3.5,CD,588000,10,,,2.34,4.36,4.88,3.73,4.13,3.39
45,Bulgaria,Ivan Petkov,430624598,,,18.99,8주 2일,15980,7,2,7,7,9,FALSE,10,3,1,1,1,1,7,1067,2018-01-03,4,KP,2148000,0,,,8.09,2.74,2.82,2.01,1.89,1.68
48,Hanguk,Dong-Suk Lee,432205385,Technical,,18.102,5주 2일,1030,6,1,6,5,20,TRUE,1,5,4,5,6,5,4,636,2017-12-24,4.5,FW,290000,0,,,2.8,4.8,4.69,4.65,4.48,4.87
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,17.70,1주 4일,4550,4,1,6,5,20,TRUE,1,7,7,7,4,5,4,784,2017-12-31,4,WB,550000,0,,,3.35,6.72,6.72,6.5,6.43,5.68
53,Hanguk,Dae-Seon Seok,433566459,,,17.79,3일,320,3,1,6,5,20,TRUE,1,4,2,5,2,6,3,615,,,,290000,0,,,2.58,4.01,3.63,3.44,2.97,4.23
99,Hanguk,Je-Min Jung,427619232,,,42.57,2시즌 2주 3일,0,3,8,3,1,20,TRUE,0,0,0,0,0,0,0,340,,,,250000,0,,,1.03,1.03,1.03,1.03,1.03,1.03
