Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,24.28,5 시즌 7 주 1 일,86890,3,3,8,8,20,TRUE,16,5,1,1,1,2,10,1652,2019-03-03,9,KP,28890000,0,14.8,5.79,5.39,5.46,4.99,5.56,5.76,4.82,4.42,3.82,3.75,3.67,3.84,3.6,3.58,3.36,3.51,3.32,3.5,0,KP,14.8
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,24.69,5 시즌 15 주 1 일,1100,5,4,6,8,20,TRUE,1,7,4,3,5,2,9,708,2019-02-27,4,CD,390000,26,4.46,7.25,6.95,7.07,6.65,7.23,7.28,6.73,6.36,5.96,5.93,5.81,6.07,5.91,5.9,5.75,4.89,5.41,4.78,0,CDtw,7.28
8,Hanguk,Hong-Chan Son,427619240,,Bru,26.110,5 시즌 15 주 1 일,1090,5,4,7,7,20,TRUE,1,5,6,5,5,1,10,619,2019-02-27,4.5,W,310000,9,4,6.7,6.76,6.82,6.83,6.9,6.77,7.06,6.91,7.02,7.09,6.94,7.14,7.09,7.18,7.03,5.34,6.15,5.28,0,IMtw,7.18
10,Hanguk,Kwang-Eul Jeon,427619242,,,29.4,5 시즌 15 주 1 일,1170,4,5,7,7,20,TRUE,1,6,7,3,3,2,11,709,2019-02-27,5,IM,410000,19,4.53,7.55,7.52,7.81,7.5,8.19,7.81,8.36,7.46,7.48,7.71,7.03,8.29,8.12,7.96,7.91,5.78,6.39,5.43,0,Cdo,8.36
11,Hanguk,Kwang-Hwan Yun,427619243,,Bru,31.83,5 시즌 15 주 1 일,360,6,5,7,6,20,TRUE,2,5,6,2,5,2,10,603,2019-02-27,3.5,W,310000,19,4.56,6.12,6.09,6.36,6.08,6.71,6.37,6.88,6.23,6.29,6.46,5.98,6.97,6.93,6.73,6.89,5.26,6.01,4.89,0,IMd,6.97
12,Hanguk,Chan-Myung Lee,427619244,,Y×1 Bru,30.92,5 시즌 15 주 1 일,480,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,699,2019-02-20,4.5,IM,380000,10,3.23,4.9,5.11,5.32,5.35,5.59,5.15,6.2,5.72,6.11,6.34,5.85,6.8,6.86,6.68,6.89,5.47,5.96,5.15,0,IMo,6.89
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.80,5 시즌 15 주 1 일,1590,2,4,8,7,20,TRUE,1,5,6,6,5,2,10,643,2019-03-03,4.5,W,330000,28,4.35,7.44,7.54,7.52,7.64,7.5,7.45,7.68,7.71,7.84,7.87,7.84,7.78,7.75,7.9,7.69,6.33,0,6.38,6.97,IMtw,7.9
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1 Inj 1,28.21,5 시즌 15 주 1 일,1550,5,5,7,7,20,TRUE,1,5,5,7,6,2,10,698,2019-03-03,5,W,350000,20,4.29,7.24,7.3,7.15,7.36,6.94,7.11,6.94,7.38,7.42,7.33,7.63,6.93,6.93,7.21,6.92,6.16,6.74,6.4,0,Wo,7.63
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,24.15,5 시즌 15 주 1 일,1550,6,4,6,7,20,TRUE,1,3,3,6,4,7,12,775,2019-03-03,5,FW,410000,65,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
25,Polska,Pylyp Nagorniak,406205227,,,32.15,5 시즌 10 주 0 일,620,5,4,7,6,20,FALSE,1,6,6,3,6,3,11,590,2019-02-27,4,IM,372000,13,3.79,6.55,6.45,6.67,6.37,6.97,6.73,6.97,6.44,6.4,6.51,6.16,6.9,6.87,6.71,6.82,5.53,6.21,5.23,0,CD,6.97
31,Hanguk,Se-Hee Park,430626797,,,23.62,4 시즌 14 주 1 일,1140,4,3,5,8,20,TRUE,1,2,5,5,3,7,9,706,2019-02-27,4,FW,390000,35,2.78,4.14,4.38,4.34,4.63,4.28,4.16,4.74,4.86,5.2,5.27,5.24,5.3,5.41,5.35,5.52,6.2,5.66,6.21,0,FWtw,6.21
34,Sverige,Axel Hermansson,422526443,,,33.37,4 시즌 12 주 0 일,380,5,6,7,6,20,FALSE,2,6,6,2,6,1,9,590,2019-03-03,4,IM,384000,20,4.57,6.52,6.39,6.68,6.29,7.07,6.76,7.07,6.38,6.33,6.47,6.01,6.97,6.9,6.73,6.82,4.82,5.88,4.43,0,CD,7.07
40,Perú,Matías Pichis,416567166,,,26.105,4 시즌 7 주 6 일,8970,6,3,6,7,20,FALSE,1,10,8,2,4,4,9,1001,2019-02-27,5.5,CD,1764000,6,4.59,8.81,8.45,8.92,8.11,9.54,9.15,9.21,7.74,7.34,7.58,6.65,8.49,8.18,7.83,7.82,5.78,6.28,5.22,0,CD,9.54
48,Hanguk,Dong-Suk Lee,432205385,Technical,,22.76,4 시즌 2 주 0 일,1330,6,2,7,8,20,TRUE,1,5,4,5,6,5,6,613,2019-02-27,4.5,FW,290000,16,3.87,6.42,6.36,6.3,6.29,6.22,6.35,6.04,6.27,6.18,6.09,6.3,5.93,5.96,6.01,6.01,6.45,0,6.53,6.52,FWtw,6.53
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,21.44,3 시즌 14 주 2 일,6300,4,3,7,8,20,TRUE,1,7,7,7,4,5,7,801,2019-03-03,5,CD,550000,22,4.66,8.74,8.74,8.74,8.74,8.74,8.74,8.74,8.52,8.47,8.53,8.37,8.54,8.39,8.48,8.21,7.48,7.46,7.54,0,CD,8.74
55,Hanguk,Geun-Ho Han,433728993,,Y×2,22.46,3 시즌 11 주 2 일,2030,3,2,5,8,20,TRUE,1,5,6,4,3,7,6,714,2019-03-03,4.5,FW,410000,24,3.29,5.59,5.62,5.74,5.65,5.89,5.71,6.05,5.63,5.69,5.81,5.48,6.14,6.1,5.92,6.04,6.14,5.74,5.97,0,IMd,6.14
61,Oceania,Cedrick Williamson,430364099,Powerful,,21.109,3 시즌 6 주 0 일,6440,3,3,6,8,20,FALSE,1,8,5,7,7,2,7,865,2019-02-27,4,WB,708000,3,4.14,7.98,7.77,7.67,7.55,7.54,7.83,7.04,7.25,6.91,6.76,7.03,6.41,6.27,6.54,6.14,5.29,5.96,5.51,0,WBd,7.98
65,Hanguk,Sang-Hyun Yun,434942107,,,20.72,3 시즌 1 주 2 일,3190,3,1,7,7,20,TRUE,1,6,5,4,7,4,5,783,2019-03-03,4.5,W,390000,7,3.72,6.62,6.49,6.58,6.36,6.71,6.67,6.53,6.39,6.27,6.26,6.22,6.38,6.38,6.32,6.4,5.92,6.42,5.79,0,CD,6.71
70,Hanguk,Min-Gyu Jung,429263814,,,26.38,2 시즌 12 주 6 일,5520,1,4,7,7,19,FALSE,1,9,6,4,4,2,7,948,2019-03-03,5,CD,1050000,5,4.78,8.94,8.59,8.8,8.25,9.08,9.05,8.54,7.75,7.26,7.32,6.9,7.64,7.32,7.3,6.97,5.22,5.8,5.05,0,CD,9.08
78,Hanguk,Jung-Oh Han,433730490,Technical,,22.67,1 시즌 10 주 6 일,5010,4,2,8,8,15,FALSE,1,9,3,5,1,3,6,957,2019-02-27,5,WB,1270000,5,4.41,8.44,7.91,7.85,7.36,7.79,8.25,6.67,6.3,5.4,5.26,5.28,5.06,4.59,4.82,4.1,4.02,0,4.28,3.56,WBd,8.44
79,España,Jimeno Eguiruren,415605434,,Y×1,27.11,1 시즌 8 주 1 일,26880,5,6,7,7,14,FALSE,1,8,11,3,9,2,6,1098,2019-03-03,7,IM,4116000,32,4.48,8.9,8.92,9.49,8.98,10.24,9.43,10.77,9.45,9.73,10.12,9.08,11.19,11.17,10.76,11.11,7.26,9.09,6.44,0,IMd,11.19
80,Andorra,Joaquim Muntaner,427020395,Technical,,28.69,1 시즌 6 주 4 일,11690,6,6,5,7,14,FALSE,1,9,6,8,7,4,10,927,2019-03-03,4.5,WB,1404000,33,3.98,7.95,7.77,7.68,7.57,7.57,7.82,7.12,7.25,6.93,6.81,7.01,6.53,6.39,6.6,6.24,5.76,0,5.96,6.13,WBd,7.95
81,Hanguk,Sang-Yong Jang,433566477,,,22.61,1 시즌 6 주 1 일,8590,2,3,7,8,13,FALSE,1,9,6,6,5,4,5,953,2019-03-03,5,WB,1170000,14,4.38,8.9,8.61,8.66,8.31,8.73,8.87,8.19,7.83,7.38,7.35,7.23,7.37,7.12,7.21,6.85,6,6.24,6.03,0,WBd,8.9
83,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,21.58,1 시즌 3 주 2 일,2960,2,2,7,8,13,FALSE,1,8,5,4,5,4,2,804,2019-03-03,4,WB,530000,12,3.87,7.55,7.22,7.35,6.9,7.53,7.58,6.99,6.51,6.07,6.06,5.87,6.25,6.05,6,5.84,5.24,5.48,5.13,0,CDtw,7.58
84,Hanguk,Kang Jung,440669717,,,17.65,9 주 2 일,6970,5,1,8,6,20,TRUE,8,4,1,1,1,1,4,839,2019-02-27,4.5,KP,710000,0,7.72,4.2,3.92,3.97,3.63,4.04,4.17,3.52,3.24,2.82,2.77,2.71,2.82,2.64,2.65,2.46,2.31,2.31,2.31,0,KP,7.72
98,Hanguk,Sang-Uk Kim,440758581,,,18.101,8 주 2 일,140,4,1,4,5,20,TRUE,1,3,3,2,3,6,3,609,,,,270000,0,1.92,2.71,2.69,2.74,2.67,2.81,2.76,2.81,2.69,2.68,2.71,2.62,2.86,2.88,2.75,2.92,3.51,3.18,3.42,0,FW,3.51
99,Danmark,Torben Boesen,321795066,Head,,42.60,1 시즌 9 주 1 일,0,4,13,4,1,14,FALSE,0,6,0,0,0,0,0,590,2018-06-06,4,WB,312000,79,1.73,2.77,2.5,2.55,2.23,2.62,2.75,2.12,1.85,1.44,1.4,1.34,1.44,1.27,1.28,1.1,0.96,0.96,0.96,0,WBd,2.77
