Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.77,5 시즌 1 주 2 일,2050,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,659,2019-03-03,3.5,KP,1010000,0,6.54,4.94,4.61,4.67,4.29,4.76,4.91,4.15,3.82,3.34,3.28,3.21,3.34,3.13,3.14,2.92,2.76,2.76,2.76,0,KP,6.54
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.76,5 시즌 1 주 2 일,40,2,6,7,4,20,TRUE,1,6,4,3,3,0,5,590,2019-02-27,4,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.66,5.38,5.4,5.21,5.51,5.32,5.38,5.11,3.75,4.32,3.69,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.7,5 시즌 1 주 2 일,4260,4,5,6,7,20,TRUE,1,9,7,2,3,2,4,903,2019-02-27,5,IM,1060000,6,4.98,8.67,8.34,8.73,8.04,9.25,8.95,8.92,7.64,7.26,7.47,6.66,8.19,7.87,7.65,7.51,5.29,5.9,4.85,0,CD,9.25
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.70,5 시즌 1 주 2 일,840,5,5,4,7,20,TRUE,1,5,7,3,5,3,4,702,2019-03-03,4,IM,390000,18,3.22,5.22,5.27,5.47,5.33,5.74,5.43,6.01,5.5,5.64,5.81,5.39,6.22,6.21,6.05,6.18,4.88,5.4,4.59,0,IMd,6.22
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.85,5 시즌 1 주 2 일,12350,2,5,8,8,20,TRUE,1,10,6,6,5,3,4,1062,2019-03-03,6.5,W,1650000,11,5.95,10.99,10.59,10.66,10.18,10.76,10.95,10.02,9.54,8.93,8.88,8.74,8.9,8.56,8.69,8.2,6.93,0,6.97,7.37,WBd,10.99
15,Hanguk,Bong-Joo Kim,429263823,,,27.19,5 시즌 1 주 2 일,13820,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1081,2019-03-03,6.5,W,1790000,24,5.69,10.65,10.31,10.3,9.95,10.29,10.56,9.58,9.38,8.83,8.72,8.77,8.54,8.24,8.49,7.93,6.5,7.19,6.65,0,WBd,10.65
16,Hanguk,Kil-Sung Park,429263824,,,23.81,5 시즌 1 주 2 일,2430,5,3,8,8,20,TRUE,1,6,3,5,4,7,6,736,2019-02-27,6,FW,410000,32,4.54,7.42,7.19,7.08,6.94,6.94,7.26,6.38,6.54,6.14,5.99,6.24,5.77,5.68,5.73,5.61,7.14,6.38,7.33,0,WBd,7.42
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.45,5 시즌 1 주 2 일,870,2,6,7,6,20,TRUE,1,5,5,3,6,6,3,600,2019-03-03,5.5,FW,300000,41,4.13,6.35,6.29,6.43,6.24,6.63,6.47,6.63,6.35,6.34,6.39,6.21,6.69,6.74,6.54,6.8,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.27,4 시즌 8 주 1 일,7110,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-03-03,6,IM,1500000,48,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×2,21.94,3 시즌 14 주 1 일,14650,3,2,8,8,20,TRUE,1,11,4,4,3,3,3,1178,2019-02-27,6,W,3310000,1,5.75,10.57,9.87,10,9.16,10.17,10.51,8.86,8.08,7.02,6.92,6.71,7.03,6.53,6.6,6.01,5.28,0,5.31,5.32,WBd,10.57
