Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.92,2시즌 3주 1일,2420,2,4,7,8,20,TRUE,6,4,1,1,1,1,5,655,2018-04-15,4,KP,990000,0,,,7.39,4.82,4.94,3.68,3.49,3.16
2,Hanguk,Soon Jung,429263807,,,29.69,2시즌 3주 1일,110,7,5,5,6,20,TRUE,5,6,1,1,3,1,3,602,2018-04-11,3,KP,720000,0,,,6.04,4.94,5.11,3.54,3.29,2.94
3,Hanguk,Dong-Ho Lee,429263808,,,31.11,2시즌 3주 1일,400,4,5,8,6,20,TRUE,1,7,5,2,2,2,4,689,2018-04-11,4,W,320000,5,,,4.86,7.53,8.16,6.47,6.82,5.02
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,20.49,2시즌 3주 1일,10130,2,2,7,7,20,TRUE,1,11,4,3,4,2,5,1125,2018-04-11,6,CD,1890000,1,,,5.5,9.26,9.73,6.6,6.3,4.7
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.107,2시즌 3주 1일,410,3,6,8,6,20,TRUE,1,7,4,3,3,1,7,694,2018-04-11,4,W,350000,5,,,4.86,7.45,7.75,6.25,6.16,4.62
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.91,2시즌 3주 1일,390,2,6,6,6,20,TRUE,2,7,5,5,5,2,6,680,2018-04-15,4,W,320000,15,,,4.89,7.1,7.17,6.45,6.25,5.14
8,Hanguk,Min-Gyu Jung,429263814,,,23.53,2시즌 3주 1일,5320,1,3,7,8,20,TRUE,1,9,6,4,4,2,5,925,2018-04-11,5,CD,670000,2,,,5.2,9.05,9.55,7.71,7.77,5.64
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.60,2시즌 3주 1일,6080,3,3,5,8,20,TRUE,1,9,6,3,6,2,6,917,2018-04-11,4,CD,630000,0,,,4.42,7.53,8.11,6.53,6.76,4.96
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.22,2시즌 3주 1일,4560,4,4,7,7,20,TRUE,1,8,7,2,3,2,4,897,2018-04-15,5.5,IM,770000,4,,,5.05,8.46,9.41,7.65,8.38,5.66
11,Hanguk,Ryung-Tae Kim,429263818,,Bru,27.88,2시즌 3주 1일,2720,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,803,2018-04-15,5,IM,490000,7,,,5.37,7.9,8.49,7.07,7.41,5.81
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.85,2시즌 3주 1일,1330,5,4,8,7,20,TRUE,1,4,7,3,5,3,4,735,2018-04-11,5,IM,410000,6,,,4.07,6.63,7.25,7.54,8.39,6.66
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.100,2시즌 3주 1일,6720,2,3,6,8,20,TRUE,1,9,6,6,5,3,4,931,2018-04-11,5,WB,470000,3,,,4.84,8.76,8.88,7.62,7.34,5.98
15,Hanguk,Bong-Joo Kim,429263823,,,24.34,2시즌 3주 1일,9050,4,4,6,8,20,TRUE,1,9,6,7,6,2,4,972,2018-04-01,6,WB,810000,5,,,4.99,9.08,9.02,8.04,7.55,6.01
16,Hanguk,Kil-Sung Park,429263824,,,20.96,2시즌 3주 1일,1650,5,2,7,8,20,TRUE,1,4,3,5,4,7,6,749,2018-04-11,5.5,FW,410000,14,,,3.55,5.52,5.2,5.27,4.96,6.56
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.45,2시즌 3주 1일,20,5,7,6,4,20,TRUE,1,2,3,3,2,6,5,590,2018-04-15,4,FW,260000,16,,,3.11,4.01,3.97,4.25,4.39,5.32
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.60,2시즌 3주 1일,1250,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,642,2018-04-15,5,FW,310000,26,,,3.5,5.14,5.4,5.89,6.4,6.77
31,Česká republika,Leoš Broukal,397610518,Head,,29.42,1시즌 10주 0일,14510,3,7,6,6,15,FALSE,1,9,9,2,8,5,4,898,2018-04-15,6,IM,1860000,39,,,4.44,8.15,9.31,7.97,9.09,7.01
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.101,1시즌 9주 0일,1020,5,2,5,7,20,TRUE,1,7,4,2,2,4,1,784,2018-04-15,3.5,CD,250000,3,,,3.65,5.71,6.12,4.6,4.77,4.2
38,Hanguk,In-Ho Ryu,432215232,Quick,,19.101,1시즌 3주 6일,110,2,1,6,6,20,TRUE,1,3,4,2,2,5,5,507,2018-04-11,3.5,FW,250000,3,,,2.48,3.66,3.94,3.81,4.22,4.31
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.109,1시즌 0일,2020,3,2,6,6,20,TRUE,1,8,4,4,3,3,3,869,2018-04-15,4,CD,310000,0,,,4.16,6.93,7.08,5.52,5.26,4.5
44,Hanguk,Sang-Yong Jang,433566477,,,19.76,15주 0일,2060,2,1,6,6,20,TRUE,1,6,6,6,5,4,2,650,2018-04-15,3.5,WB,330000,3,,,3.33,6.34,6.34,6.26,6.19,5.5
46,Hanguk,Jung-Oh Han,433730490,Technical,,19.82,13주 1일,830,4,1,7,6,20,TRUE,1,7,3,5,1,3,3,723,2018-04-15,4,WB,270000,1,,,3.74,6.36,6.17,4.82,4.21,3.91
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,18.98,11주 0일,710,1,1,6,6,20,TRUE,1,6,5,4,2,4,5,644,2018-04-15,3,CD,270000,0,,,3.29,5.73,5.93,5.16,5.23,4.56
49,Hanguk,Jong-Man Lee,434457332,Unpredictable,,17.99,8주 4일,120,5,1,6,5,20,TRUE,1,4,3,5,2,3,2,509,2018-04-15,3.5,W,250000,4,,,2.58,4.19,3.93,3.84,3.47,3.52
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,18.73,4주 0일,410,2,1,7,5,20,TRUE,1,3,5,4,5,4,2,531,2018-04-15,3.5,W,250000,4,,,2.54,4.25,4.34,4.89,5.14,4.92
58,Hanguk,Yi-Sub Kang,435570656,,,18.104,1일,590,5,1,6,5,20,TRUE,1,3,3,5,5,5,4,617,,,,270000,0,,,2.36,3.74,3.45,3.91,3.65,4.52
99,Hanguk,In-Guh Park,429263805,,,42.100,2시즌 3주 1일,0,4,6,2,1,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.77,0.77,0.77,0.77,0.77,0.77
