Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.98,1시즌 10주 3일,10350,4,3,7,7,20,TRUE,9,3,1,1,1,1,11,951,2017-11-08,5,KP,1970000,0,,,8.91,4.07,4.15,3.31,3.19,2.97
2,Hanguk,Jee-Hoon Kim,428709461,,,19.107,1시즌 2주 3일,5880,3,1,8,6,20,TRUE,8,5,1,1,1,2,8,803,2017-11-05,4.5,KP,930000,0,,,8.19,4.57,4.73,3.06,2.85,2.76
3,Hanguk,Eun-Seok Hong,427619235,,,30.20,1시즌 10주 3일,420,5,4,7,6,20,TRUE,1,6,6,3,2,2,7,612,2017-11-08,4,CD,300000,4,,,4.29,6.99,7.51,6.61,7.02,5.09
4,Hanguk,Ji-Woon Lee,427619236,,,20.36,1시즌 10주 3일,850,5,2,4,7,20,TRUE,1,7,4,3,5,2,7,709,2017-11-08,3,CD,390000,5,,,3.27,5.24,5.47,4.46,4.42,3.6
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.82,1시즌 10주 3일,140,5,5,5,5,20,TRUE,1,6,4,4,2,1,10,592,2017-11-05,3,CD,280000,3,,,3.62,5.63,5.69,4.9,4.71,3.61
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.17,1시즌 10주 3일,1070,5,5,6,7,20,TRUE,1,7,3,6,3,2,10,756,2017-11-08,4.5,WB,390000,7,,,4.48,7.22,6.87,5.89,5.09,4.67
7,Hanguk,In-Moo Byon,427619239,,,33.5,1시즌 10주 3일,190,1,6,5,5,20,TRUE,2,6,5,5,5,2,6,590,2017-11-08,3.5,WB,290000,4,,,4.31,6.14,6.17,5.84,5.7,4.76
8,Hanguk,Hong-Chan Son,427619240,,Y×1,22.77,1시즌 10주 3일,1100,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,630,2017-11-05,3.5,WB,310000,0,,,3.79,6.51,6.64,6.76,6.83,5.11
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.84,1시즌 10주 3일,1130,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,616,2017-11-05,4,IM,330000,6,,,3.67,5.97,6.43,6.27,6.77,5.58
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.83,1시즌 10주 3일,1570,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,763,2017-11-08,4.5,IM,430000,5,,,4.19,7.02,7.66,6.98,7.6,5.38
