Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.108,3시즌 2주 3일,37650,3,2,7,8,20,TRUE,13,5,1,1,1,2,8,1344,2018-06-21,7,KP,5450000,0,,,12.04,4.99,5.15,3.47,3.26,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,32.21,3시즌 10주 3일,190,5,5,6,6,20,TRUE,1,6,5,3,2,1,7,590,2018-06-17,4,CD,290000,9,,,4.1,6.41,6.78,5.82,5.98,4.24
4,Hanguk,Ji-Woon Lee,427619236,,Y×2,22.37,3시즌 10주 3일,1250,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,724,2018-06-17,4.5,CD,390000,25,,,4.66,7.35,7.65,6.28,6.23,5.12
6,Hanguk,Jae-Shin Cha,427619238,,,30.18,3시즌 10주 3일,790,5,5,7,6,20,TRUE,1,7,3,6,3,1,10,735,2018-06-17,5,WB,360000,13,,,4.76,7.67,7.3,6.26,5.37,4.59
8,Hanguk,Hong-Chan Son,427619240,,,24.78,3시즌 10주 3일,1130,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,635,2018-06-21,4,WB,310000,1,,,3.78,6.48,6.61,6.74,6.81,5.09
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,22.85,3시즌 10주 3일,1300,2,3,6,8,20,TRUE,1,5,6,3,6,3,10,618,2018-06-21,4.5,IM,330000,10,,,3.81,6.19,6.67,6.5,7.02,5.79
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,26.84,3시즌 10주 3일,1690,4,4,8,7,20,TRUE,1,6,7,3,3,2,9,764,2018-06-17,5,IM,430000,13,,,4.64,7.78,8.49,7.74,8.41,5.96
11,Hanguk,Kwang-Hwan Yun,427619243,,Y×1,29.51,3시즌 10주 3일,670,6,5,7,6,20,TRUE,2,5,6,2,5,2,9,631,2018-06-21,4,W,320000,12,,,4.89,6.54,7.21,6.76,7.45,5.65
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,28.60,3시즌 10주 3일,860,3,4,6,7,20,TRUE,1,3,7,3,4,3,8,731,2018-06-21,4.5,IM,410000,8,,,3.36,5.39,5.9,6.46,7.26,5.77
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.48,3시즌 10주 3일,1510,2,4,6,8,20,TRUE,1,5,6,6,5,2,9,618,2018-06-17,4.5,W,330000,18,,,3.96,6.86,6.82,7.13,7.05,5.76
14,Hanguk,Se-Jong Cho,427619246,,,31.48,3시즌 10주 3일,430,4,6,7,6,20,TRUE,1,5,5,6,3,3,8,596,2018-06-21,4,WB,280000,18,,,4.24,6.98,6.81,6.83,6.56,5.88
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,25.101,3시즌 10주 3일,2080,5,4,6,7,20,TRUE,1,5,5,7,6,2,9,765,2018-06-21,4.5,W,350000,13,,,3.93,6.78,6.44,6.89,6.43,5.71
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,21.95,3시즌 10주 3일,1590,6,3,6,8,20,TRUE,1,3,3,6,4,7,10,762,2018-06-13,5.5,FW,410000,24,,,3.29,5.06,4.55,5.19,4.77,6.49
18,Hanguk,Kwang-Rae Kim,427619250,Head,,29.55,3시즌 10주 3일,650,3,5,4,6,20,TRUE,1,2,5,3,6,6,7,613,2018-06-21,4,FW,300000,32,,,2.59,3.69,3.87,4.56,5.02,5.39
23,Belgium,Mathias Piron,428125893,Technical,,35.22,3시즌 5주 2일,70,6,6,7,5,20,FALSE,2,5,5,4,5,1,8,490,2018-06-17,3.5,W,312000,13,,,4.09,5.71,5.87,5.7,5.75,4.39
25,Polska,Pylyp Nagorniak,406205227,,Y×1,29.95,3시즌 5주 2일,1620,5,3,7,6,20,FALSE,1,6,6,3,6,3,9,658,2018-06-21,5,IM,432000,8,,,3.79,6.56,7.1,6.51,6.99,5.6
31,Hanguk,Se-Hee Park,430626797,,,21.30,2시즌 9주 3일,1130,4,2,5,7,20,TRUE,1,2,5,5,3,7,8,728,2018-06-17,4.5,FW,390000,23,,,2.58,4.17,4.07,4.99,5.19,5.98
34,Sverige,Axel Hermansson,422526443,,Y×1,31.5,2시즌 7주 2일,1300,5,5,8,6,18,FALSE,2,6,7,2,6,2,9,697,2018-06-17,5,IM,456000,16,,,4.7,6.88,7.74,7.08,7.95,5.64
38,Latvija,Artem Skurlatov,409641598,,,29.11,2시즌 3주 6일,2090,5,5,6,7,17,FALSE,1,8,6,3,4,3,4,802,2018-06-17,4.5,CD,684000,8,,,3.99,6.95,7.5,6.09,6.41,4.86
40,Perú,Matías Pichis,416567166,,,24.73,2시즌 3주 2일,8320,6,2,5,8,17,FALSE,1,10,8,2,4,4,6,999,2018-06-21,4.5,CD,1764000,4,,,3.93,7.5,8.51,6.47,7.25,5.03
41,Deutschland,Reinold Kisch,413993877,,,25.77,2시즌 3주 2일,2330,5,2,5,7,17,FALSE,1,8,6,2,4,5,3,803,2018-06-21,4,CD,588000,11,,,3.43,6.13,6.82,5.29,5.82,4.83
