Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.23,9주 3일,2380,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,652,2017-10-18,3.5,KP,990000,0,,,6.7,3.96,4.04,3.22,3.1,2.89
2,Hanguk,Soon Jung,429263807,,,28.0,9주 3일,1280,7,5,6,7,20,TRUE,5,5,1,1,3,1,3,573,2017-10-15,3.5,KP,770000,0,,,6.38,4.93,5.08,3.73,3.51,3.23
3,Hanguk,Dong-Ho Lee,429263808,,,29.54,9주 3일,400,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,612,2017-10-11,3,W,300000,1,,,4.16,6.34,6.86,5.72,6.09,4.55
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.92,9주 3일,1950,2,2,8,6,20,TRUE,1,8,4,3,4,2,5,856,2017-10-18,4.5,WB,370000,1,,,4.68,7.62,7.97,6.1,5.98,4.7
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1,31.38,9주 3일,260,3,5,3,6,20,TRUE,1,7,4,4,3,1,7,694,2017-10-15,2.5,CD,310000,2,,,3.02,4.77,4.85,4.02,3.84,2.94
6,Hanguk,Yong-Seo Kwon,429263811,,,27.10,9주 3일,2360,3,4,6,7,20,TRUE,1,8,3,6,4,2,6,866,2017-10-15,4.5,CD,570000,1,,,4.66,7.67,7.35,6.06,5.2,4.74
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,32.22,9주 3일,800,2,5,7,6,20,TRUE,2,7,6,5,6,3,6,680,2017-10-18,5,W,320000,2,,,5.18,7.77,7.98,7.4,7.43,6.23
8,Hanguk,Min-Gyu Jung,429263814,,,21.96,9주 3일,1000,1,3,6,6,20,TRUE,1,6,6,4,4,2,5,664,2017-10-15,3.5,CD,310000,0,,,3.84,6.5,6.82,6.31,6.53,4.95
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.103,9주 3일,1180,3,2,5,6,20,TRUE,1,5,6,3,6,2,6,692,2017-10-18,3,CD,330000,0,,,3.07,5.1,5.5,5.36,5.77,4.44
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.65,9주 3일,1870,4,3,6,7,20,TRUE,1,7,7,2,3,2,4,759,2017-10-18,4,CD,430000,1,,,4.18,7.02,7.84,6.62,7.34,4.98
11,Hanguk,Ryung-Tae Kim,429263818,,,26.19,9주 3일,1310,2,3,6,7,20,TRUE,2,6,6,3,5,3,5,663,2017-10-18,3.5,CD,350000,2,,,4.57,6.53,7.03,6.41,6.85,5.5
