Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.8,1시즌 7주 0일,2130,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,649,2018-01-21,3.5,KP,990000,0,,,6.4,3.78,3.86,3.08,2.97,2.76
2,Hanguk,Soon Jung,429263807,,,28.97,1시즌 7주 0일,110,7,5,7,7,20,TRUE,5,5,1,1,3,1,3,324,2018-01-17,4,KP,770000,0,,,6.91,5.34,5.5,4.04,3.81,3.49
3,Hanguk,Dong-Ho Lee,429263808,,,30.39,1시즌 7주 0일,430,4,5,7,6,20,TRUE,1,6,5,2,2,2,4,613,2018-01-17,4,W,310000,5,,,4.46,6.8,7.37,6.13,6.53,4.88
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.77,1시즌 7주 0일,4600,2,2,6,7,20,TRUE,1,10,4,3,4,2,5,1003,2018-01-17,5,CD,730000,1,,,4.79,7.98,8.37,5.89,5.67,4.31
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.23,1시즌 7주 0일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2018-01-17,4,W,350000,5,,,4.89,7.67,7.79,6.48,6.19,4.76
6,Hanguk,Yong-Seo Kwon,429263811,,,27.107,1시즌 7주 0일,4260,3,4,7,7,20,TRUE,1,9,3,6,4,2,6,957,2018-01-21,4.5,W,570000,5,,,5.26,8.75,8.46,6.66,5.67,5.07
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.7,1시즌 7주 0일,470,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2018-01-21,4.5,W,320000,8,,,4.85,7.27,7.47,6.85,6.87,5.69
8,Hanguk,Min-Gyu Jung,429263814,,,22.81,1시즌 7주 0일,2600,1,3,5,7,20,TRUE,1,8,6,4,4,2,5,833,2018-01-17,4.5,CD,330000,2,,,4.14,7.14,7.52,6.33,6.43,4.74
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.88,1시즌 7주 0일,3250,3,2,6,7,20,TRUE,1,8,6,3,6,2,6,805,2018-01-17,4.5,CD,330000,0,,,4.31,7.42,8,6.68,6.98,5.14
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.50,1시즌 7주 0일,3910,4,4,7,7,20,TRUE,1,8,7,2,3,2,4,872,2018-01-17,5,IM,570000,1,,,5.05,8.46,9.42,7.65,8.39,5.66
