Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.81,1시즌 8주 0일,10300,4,3,7,7,20,TRUE,9,3,1,1,1,1,9,950,2017-10-18,5,KP,1970000,0,,,8.88,4.05,4.14,3.3,3.18,2.96
2,Hanguk,Jee-Hoon Kim,428709461,,,19.90,1시즌 0주 0일,5770,3,1,7,6,20,TRUE,8,5,1,1,1,2,6,816,2017-10-22,4.5,KP,930000,0,,,7.84,4.37,4.53,2.93,2.73,2.65
3,Hanguk,Eun-Seok Hong,427619235,,,30.3,1시즌 8주 0일,390,5,4,6,6,20,TRUE,1,6,6,3,2,2,6,611,2017-10-18,4,CD,300000,4,,,3.98,6.48,6.97,6.13,6.51,4.72
4,Hanguk,Ji-Woon Lee,427619236,,,20.19,1시즌 8주 0일,680,5,2,3,7,20,TRUE,1,7,4,3,5,2,7,704,2017-10-15,3,CD,390000,5,,,2.81,4.5,4.7,3.83,3.8,3.1
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.65,1시즌 8주 0일,140,5,5,5,5,20,TRUE,1,6,4,4,2,1,8,592,2017-10-22,3,CD,280000,0,,,3.58,5.57,5.64,4.86,4.67,3.58
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,28.0,1시즌 8주 0일,1240,5,5,6,7,20,TRUE,1,7,3,6,3,2,9,778,2017-10-18,4.5,WB,390000,7,,,4.49,7.23,6.88,5.9,5.09,4.68
7,Hanguk,In-Moo Byon,427619239,,Bru,32.100,1시즌 8주 0일,350,1,6,6,5,20,TRUE,2,6,5,5,5,3,6,590,2017-09-13,4,CD,300000,4,,,4.48,6.38,6.41,6.07,5.96,5.27
8,Hanguk,Hong-Chan Son,427619240,,Y×1,22.60,1시즌 8주 0일,1190,5,3,7,7,20,TRUE,1,5,6,5,5,1,7,636,2017-10-22,4,WB,310000,0,,,4.08,7.01,7.15,7.28,7.36,5.5
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.67,1시즌 8주 0일,1120,2,3,5,7,20,TRUE,1,5,6,3,6,3,9,640,2017-10-22,4,IM,330000,6,,,3.36,5.46,5.88,5.73,6.18,5.11
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.66,1시즌 8주 0일,1600,4,4,7,7,20,TRUE,1,6,7,3,3,2,8,759,2017-10-18,5,IM,430000,5,,,4.51,7.56,8.24,7.52,8.17,5.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.33,1시즌 8주 0일,870,6,4,6,7,20,TRUE,2,5,6,3,5,2,8,646,2017-10-22,4.5,IM,330000,8,,,4.48,6.19,6.66,6.41,6.88,5.3
12,Hanguk,Chan-Myung Lee,427619244,,,26.42,1시즌 8주 0일,1120,3,4,8,7,20,TRUE,1,3,7,3,4,3,7,761,2017-10-15,4,FW,410000,7,,,3.79,6.07,6.65,7.28,8.19,6.51
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.30,1시즌 8주 0일,1320,2,3,5,7,20,TRUE,1,5,6,6,5,2,7,636,2017-10-15,5,W,330000,8,,,3.43,6.03,6,6.28,6.2,5.04
14,Hanguk,Se-Jong Cho,427619246,,,29.30,1시즌 8주 0일,750,4,5,7,6,20,TRUE,1,5,5,6,3,4,6,607,2017-10-22,4,WB,290000,16,,,4.22,7.01,6.83,6.86,6.62,6.27
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.83,1시즌 8주 0일,2280,5,3,7,7,20,TRUE,1,5,5,7,6,2,7,762,2017-10-15,5.5,W,350000,8,,,4.08,7.14,6.78,7.27,6.76,5.99
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,19.77,1시즌 8주 0일,1520,6,2,7,7,20,TRUE,1,3,3,6,4,7,9,760,2017-10-15,5.5,FW,410000,19,,,3.24,5.1,4.57,5.24,4.8,6.6
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,Bru,35.16,1시즌 8주 0일,40,2,6,7,5,20,TRUE,1,2,4,3,3,6,7,590,2017-10-22,5,FW,270000,18,,,3.09,4.2,4.28,4.75,5.08,5.72
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.37,1시즌 8주 0일,1110,3,4,6,7,20,TRUE,1,2,5,3,6,6,5,633,2017-10-22,4.5,FW,310000,14,,,3.12,4.5,4.72,5.59,6.16,6.63
20,Brasil,Jader da Matta,427827635,,Y×1,32.106,1시즌 2주 6일,590,4,6,6,6,12,FALSE,2,6,6,5,6,2,7,590,2017-10-18,3.5,WB,384000,2,,,3.93,6.11,6.27,6.09,6.14,4.8
21,Belgium,Jitse Haes,428112207,,Y×1,32.35,1시즌 3주 0일,500,4,5,4,6,12,FALSE,2,6,6,5,6,2,7,590,2017-10-11,3,CD,372000,2,,,3.17,4.97,5.1,4.96,5,3.89
22,Nederland,Keith Esser,428060480,Quick,,32.52,1시즌 2주 6일,700,5,6,7,6,12,FALSE,2,6,5,6,6,2,8,590,2017-10-22,4.5,W,372000,1,,,4.26,6.59,6.46,6.34,5.99,5.05
23,Belgium,Mathias Piron,428125893,Technical,,33.4,1시즌 2주 6일,390,6,5,7,6,12,FALSE,2,6,5,5,6,2,8,590,2017-10-22,4.5,W,360000,2,,,4.13,6.27,6.31,6,5.85,4.81
24,Canada,Philippe Morel,425173438,Unpredictable,R,34.18,1시즌 2주 6일,110,5,6,5,5,12,FALSE,2,6,5,5,5,2,7,590,2017-10-22,3.5,W,324000,4,,,3.49,5.26,5.3,4.97,4.84,3.93
25,Polska,Pylyp Nagorniak,406205227,,Y×1,27.77,1시즌 2주 6일,2220,5,3,8,6,12,FALSE,1,6,7,3,6,3,8,726,2017-10-18,4,IM,444000,2,,,3.43,6.43,7.11,6.65,7.35,5.53
26,Türkiye,Türker Arkan,425734621,,,33.94,1시즌 2주 6일,460,1,6,5,5,12,FALSE,2,6,7,5,5,2,7,680,2017-10-15,4.5,IM,456000,11,,,3.52,5.65,5.9,5.78,5.99,4.41
31,Hanguk,Se-Hee Park,430626797,,,19.12,7주 0일,970,4,1,5,6,20,TRUE,1,2,5,5,3,7,6,722,2017-10-22,4,FW,390000,4,,,2.12,3.62,3.52,4.39,4.58,5.32
34,Sverige,Axel Hermansson,422526443,,,28.99,4주 6일,2430,5,4,8,6,7,FALSE,2,7,7,2,6,2,8,716,2017-10-22,4.5,IM,492000,3,,,4.26,6.68,7.58,6.52,7.31,4.93
38,Latvija,Artem Skurlatov,409641598,,,26.105,1주 3일,1850,5,4,3,6,4,FALSE,1,8,6,3,4,3,2,833,2017-10-22,2.5,CD,708000,8,,,2.28,4.31,4.69,3.72,3.94,2.87
40,Perú,Matías Pichis,416567166,,,22.55,6일,8720,6,1,7,6,3,FALSE,1,10,8,2,4,4,4,1002,2017-10-18,4.5,CD,1524000,4,,,3.38,7.39,8.53,6.24,7.11,4.62
41,Deutschland,Reinold Kisch,413993877,,,23.59,6일,1770,5,2,4,7,3,FALSE,1,8,6,2,4,5,2,798,2017-10-18,3,CD,516000,9,,,2.47,4.82,5.42,4.08,4.55,3.69
99,Hanguk,Je-Min Jung,427619232,,,41.93,1시즌 8주 0일,0,3,8,2,1,20,TRUE,0,0,0,0,0,0,1,240,,,,250000,0,,,0.82,0.82,0.82,0.82,0.82,0.82
