Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.28,2시즌 10주 1일,2360,2,4,7,8,20,TRUE,6,4,1,1,1,1,5,651,2018-06-03,4,KP,990000,0,,,7.39,4.82,4.95,3.68,3.5,3.16
2,Hanguk,Soon Jung,429263807,,,30.5,2시즌 10주 1일,100,7,6,4,6,20,TRUE,5,6,1,1,3,1,3,606,2018-05-30,3.5,KP,680000,0,,,5.46,4.49,4.64,3.23,3.01,2.7
3,Hanguk,Dong-Ho Lee,429263808,,,31.59,2시즌 10주 1일,410,4,6,7,6,20,TRUE,1,7,5,2,2,2,4,690,2018-05-30,4,W,320000,5,,,4.77,7.34,7.94,6.32,6.66,4.92
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,Bru,34.27,2시즌 10주 1일,170,2,6,7,5,20,TRUE,2,7,5,5,5,2,5,680,2018-06-03,5.5,W,310000,16,,,5.01,7.27,7.34,6.61,6.41,5.27
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.108,2시즌 10주 1일,8650,3,3,8,8,20,TRUE,1,9,6,3,6,2,6,979,2018-06-03,5.5,IM,630000,0,,,5.39,9.19,9.89,7.96,8.25,6.05
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Bru,26.70,2시즌 10주 1일,4800,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,905,2018-05-23,5,IM,770000,4,,,5.05,8.53,9.48,7.41,8.05,5.36
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.24,2시즌 10주 1일,2390,2,4,6,7,20,TRUE,2,8,6,3,5,3,5,801,2018-06-03,4.5,IM,530000,7,,,5.25,7.72,8.3,6.91,7.24,5.68
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,27.21,2시즌 10주 1일,1170,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,725,2018-06-03,4.5,IM,410000,6,,,3.64,5.93,6.49,6.75,7.5,5.96
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,23.36,2시즌 10주 1일,9100,2,4,7,8,20,TRUE,1,9,6,6,5,3,4,992,2018-06-03,6.5,W,1110000,3,,,5.37,9.6,9.73,8.37,8.08,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,24.82,2시즌 10주 1일,12010,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-06-03,7,W,810000,5,,,5.56,10.12,10.06,8.96,8.41,6.7
16,Hanguk,Kil-Sung Park,429263824,,,21.32,2시즌 10주 1일,1680,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,765,2018-05-30,5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.93,2시즌 10주 1일,10,5,7,5,4,20,TRUE,1,2,3,2,2,5,5,490,2018-05-30,4,FW,260000,17,,,2.84,3.52,3.63,3.73,3.98,4.48
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.108,2시즌 10주 1일,1270,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,645,2018-06-03,5,FW,310000,27,,,3.5,5.14,5.4,5.89,6.4,6.77
