Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.2,6주 3일,2220,2,3,6,6,20,TRUE,6,2,1,1,1,1,5,656,2017-09-24,3.5,KP,990000,0,,,5.78,3.08,3.11,2.75,2.7,2.6
2,Hanguk,Soon Jung,429263807,,,27.91,6주 3일,1250,7,5,5,7,20,TRUE,5,5,1,1,3,1,3,583,2017-09-27,3.5,KP,770000,0,,,5.75,4.45,4.58,3.36,3.17,2.91
3,Hanguk,Dong-Ho Lee,429263808,,,29.33,6주 3일,390,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,611,2017-09-20,3,W,300000,1,,,4.18,6.36,6.89,5.74,6.11,4.57
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.71,6주 3일,1420,2,2,7,6,20,TRUE,1,8,4,3,4,2,5,809,2017-09-24,4,WB,370000,1,,,4.5,7.33,7.66,5.86,5.75,4.52
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1 Bru,31.17,6주 3일,250,3,5,5,6,20,TRUE,1,7,5,4,3,1,7,680,2017-09-27,3,CD,310000,1,,,3.77,6.12,6.33,5.4,5.34,3.89
6,Hanguk,Yong-Seo Kwon,429263811,,,26.101,6주 3일,2150,3,4,7,7,20,TRUE,1,8,3,6,4,2,6,840,2017-09-27,4.5,CD,390000,1,,,5.02,8.26,7.92,6.53,5.6,5.1
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,32.1,6주 3일,1000,2,5,7,6,20,TRUE,2,6,6,5,6,3,6,595,2017-09-27,4,WB,320000,2,,,4.89,7.21,7.38,7.2,7.28,6.19
8,Hanguk,Min-Gyu Jung,429263814,,,21.75,6주 3일,800,1,3,5,6,20,TRUE,1,5,6,4,4,2,5,690,2017-09-27,3.5,W,310000,0,,,3.25,5.43,5.69,5.57,5.81,4.48
9,Hanguk,Seung-Min Lee,429263815,Quick,,19.82,6주 3일,1080,3,2,5,6,20,TRUE,1,5,6,3,6,2,6,674,2017-09-20,2.5,CD,330000,0,,,3.04,5.05,5.45,5.31,5.72,4.4
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.44,6주 3일,1510,4,3,5,7,20,TRUE,1,7,7,2,3,2,4,740,2017-09-20,3,CD,430000,1,,,3.82,6.41,7.17,6.05,6.71,4.55
11,Hanguk,Ryung-Tae Kim,429263818,,,25.110,6주 3일,1110,2,3,6,7,20,TRUE,2,6,6,3,5,3,5,628,2017-09-24,3.5,CD,330000,2,,,4.55,6.5,7,6.38,6.82,5.47
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,24.107,6주 3일,770,5,4,4,7,20,TRUE,1,3,7,3,5,3,4,722,2017-09-27,3.5,IM,410000,4,,,2.71,4.35,4.76,5.28,5.93,4.77
13,Hanguk,Hong-Woon Kim,429263820,Technical,,21.10,6주 3일,1940,2,3,7,7,20,TRUE,1,5,6,6,5,3,4,680,2017-09-27,5,W,330000,0,,,4.05,7.14,7.1,7.42,7.37,6.36
14,Hanguk,Moon-Hak Park,429263822,Powerful,,28.34,6주 3일,1070,4,4,4,6,20,TRUE,1,6,5,6,4,4,3,626,2017-09-27,3,WB,310000,0,,,3.31,5.62,5.52,5.29,5.07,4.77
15,Hanguk,Bong-Joo Kim,429263823,,,22.56,6주 3일,2580,4,3,5,7,20,TRUE,1,5,6,7,6,2,4,800,2017-09-27,3.5,IM,370000,2,,,3.35,6.05,5.87,6.38,6.14,5.16
16,Hanguk,Kil-Sung Park,429263824,,Y×2,19.6,6주 3일,1040,5,2,5,6,20,TRUE,1,3,3,5,4,7,6,757,2017-09-27,4,FW,410000,5,,,2.65,4.02,3.73,4.12,3.92,5.29
