Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.100,5 시즌 4 주 4 일,2000,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,655,2019-03-24,3.5,KP,1010000,0,6.52,4.92,4.6,4.66,4.27,4.74,4.89,4.14,3.81,3.33,3.27,3.2,3.33,3.12,3.13,2.91,2.75,2.75,2.75,0,KP,6.52
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.99,5 시즌 4 주 4 일,40,2,6,7,4,20,TRUE,1,6,3,3,3,0,5,590,2019-03-06,4,W,270000,17,4.07,6.18,5.93,5.98,5.68,6.04,6.16,5.58,5.33,4.96,4.92,4.87,4.9,4.71,4.81,4.51,3.51,3.98,3.53,0,WBd,6.18
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,29.30,5 시즌 4 주 4 일,4830,4,5,7,7,20,TRUE,1,9,7,2,3,2,4,906,2019-03-27,5.5,IM,1060000,6,5.34,9.29,8.94,9.36,8.61,9.91,9.59,9.57,8.19,7.78,8,7.14,8.78,8.44,8.2,8.05,5.67,6.33,5.2,0,CD,9.91
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.93,5 시즌 4 주 4 일,570,5,5,2,7,20,TRUE,1,5,7,3,5,3,4,702,2019-03-24,2.5,IM,390000,20,2.2,3.57,3.6,3.74,3.64,3.92,3.71,4.1,3.76,3.86,3.97,3.68,4.25,4.24,4.13,4.22,3.34,3.69,3.13,0,IMd,4.25
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.108,5 시즌 4 주 4 일,12660,2,5,8,8,20,TRUE,1,10,6,6,5,3,4,1068,2019-03-24,6.5,W,1650000,11,5.95,10.99,10.59,10.66,10.18,10.76,10.95,10.02,9.54,8.93,8.88,8.74,8.9,8.56,8.69,8.2,6.93,0,6.97,7.37,WBd,10.99
15,Hanguk,Bong-Joo Kim,429263823,,,27.42,5 시즌 4 주 4 일,14230,4,5,7,7,20,TRUE,1,10,6,7,6,2,4,1088,2019-03-24,6.5,W,1790000,24,5.69,10.65,10.3,10.29,9.94,10.29,10.55,9.58,9.38,8.82,8.72,8.76,8.54,8.24,8.49,7.93,6.5,7.18,6.65,0,WBd,10.65
16,Hanguk,Kil-Sung Park,429263824,,Y×1,23.104,5 시즌 4 주 4 일,2310,5,3,6,8,20,TRUE,1,6,3,5,4,7,6,748,2019-03-27,5.5,FW,410000,32,4.08,6.66,6.45,6.36,6.23,6.23,6.51,5.73,5.87,5.51,5.37,5.6,5.18,5.1,5.14,5.03,6.4,5.73,6.58,0,WBd,6.66
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.68,5 시즌 4 주 4 일,930,2,6,7,6,20,TRUE,1,5,5,3,6,6,3,602,2019-03-24,6,FW,300000,42,4.13,6.35,6.29,6.43,6.24,6.63,6.47,6.63,6.35,6.34,6.39,6.21,6.69,6.74,6.54,6.8,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,32.50,4 시즌 11 주 3 일,6780,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,980,2019-03-27,6,IM,1500000,50,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,,22.5,4 시즌 1 주 3 일,15030,3,3,8,8,20,TRUE,1,11,4,4,3,3,3,1183,2019-03-27,5.5,W,3810000,3,5.98,10.81,10.1,10.23,9.39,10.41,10.74,9.1,8.32,7.25,7.15,6.95,7.27,6.76,6.83,6.24,5.52,0,5.54,5.55,WBd,10.81
59,Hanguk,Hyung-Hwa Jung,435660098,,,20.97,3 시즌 0 주 4 일,13540,5,2,7,8,20,TRUE,1,11,4,3,5,2,6,1156,2019-03-24,6,CD,1470000,16,5.55,10.06,9.35,9.55,8.63,9.82,10.06,8.56,7.76,6.75,6.66,6.44,6.87,6.46,6.46,6.03,4.9,5.46,4.79,0,CDtw,10.06
60,Hanguk,Chu-Seok Ahn,435761718,,,20.84,2 시즌 15 주 3 일,1050,3,1,6,7,20,TRUE,1,5,5,3,3,7,5,700,2019-03-27,4.5,FW,370000,8,3.13,5.3,5.24,5.38,5.19,5.57,5.42,5.57,5.11,5.05,5.15,4.83,5.51,5.46,5.25,5.41,5.79,5.31,5.59,0,FW,5.79
61,Schweiz,Francois Baumgartner,434542904,,,20.64,2 시즌 15 주 2 일,19180,5,3,7,8,19,FALSE,1,10,7,6,7,6,3,1003,2019-03-27,6,IM,2292000,10,4.95,9.98,9.66,9.79,9.34,9.97,10.02,9.43,8.95,8.51,8.49,8.31,8.68,8.49,8.44,8.28,7.68,7.92,7.57,0,CDtw,10.02
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,37.51,2 시즌 14 주 2 일,2580,6,9,6,4,19,FALSE,0,8,11,9,3,1,13,1080,2019-03-27,5,W,888000,94,3.29,7.88,8.05,8.13,8.23,8.23,8,8.64,8.15,8.35,8.56,8.09,8.7,8.49,8.66,8.21,5.47,6.17,5.43,0,IMd,8.7
64,Hanguk,Koo-Joong Kim,435928762,,,20.75,2 시즌 13 주 4 일,17520,3,2,6,8,20,TRUE,1,12,4,3,2,2,3,1212,2019-03-27,5.5,WB,3010000,3,5.41,9.93,9.18,9.39,8.43,9.66,9.93,8.32,7.3,6.18,6.12,5.75,6.39,5.83,5.85,5.24,4.11,4.26,4.04,0,CDtw,9.93
67,Hanguk,Hae-Won Kim,437472967,,,20.95,2 시즌 2 주 3 일,18590,3,2,7,8,20,TRUE,1,12,3,3,6,5,3,1217,2019-03-24,6,WB,1970000,2,5.82,10.54,9.66,9.82,8.78,10.04,10.46,8.42,7.76,6.51,6.31,6.28,6.45,6.04,5.99,5.66,5.95,5.97,5.89,0,WBd,10.54
68,Sverige,Elmin Polovina,436113582,,,19.81,1 시즌 15 주 1 일,15250,2,2,5,7,16,FALSE,1,11,7,6,6,5,3,1097,2019-03-27,5,CD,1572000,1,4.05,8.56,8.21,8.33,7.86,8.5,8.58,7.9,7.36,6.86,6.85,6.63,7.02,6.76,6.76,6.48,5.64,5.88,5.56,0,CDtw,8.58
69,Hanguk,Seung-Chul Ki,437963734,Unpredictable,,19.17,1 시즌 13 주 0 일,6360,6,2,6,7,15,FALSE,1,9,6,2,6,2,2,934,2019-03-24,4.5,CD,930000,2,3.89,7.46,7.07,7.41,6.7,7.86,7.68,7.37,6.42,5.97,6.07,5.55,6.62,6.41,6.21,6.17,4.36,5.24,3.97,0,CD,7.86
71,Schweiz,Nathanael Zimmer,436514697,Head,,20.7,1 시즌 9 주 6 일,14270,7,3,7,7,14,FALSE,1,10,8,7,4,5,2,998,2019-03-27,5,CD,1740000,5,4.61,9.84,9.62,9.73,9.4,9.88,9.89,9.53,8.88,8.52,8.59,8.22,8.79,8.47,8.51,8.1,6.84,6.92,6.8,0,CDtw,9.89
72,Hanguk,Hoon Paeng,438720926,Technical,,19.45,1 시즌 8 주 3 일,7360,5,1,6,7,20,TRUE,1,9,6,7,4,2,4,980,2019-03-27,5,WB,790000,0,4.19,8.45,8.21,8.19,7.97,8.16,8.36,7.67,7.44,7.03,6.98,6.94,6.83,6.54,6.77,6.22,4.92,0,5.08,5.28,WBd,8.45
73,Hanguk,Ji-Dan Lee,438852692,Technical,Y×1,19.84,1 시즌 7 주 0 일,3450,6,2,7,7,20,TRUE,1,9,5,4,3,2,2,909,2019-03-24,5,CD,350000,1,4.9,8.88,8.47,8.62,8.06,8.81,8.91,8.11,7.4,6.79,6.8,6.49,6.99,6.63,6.67,6.24,4.89,0,4.83,5.21,CDtw,8.91
74,Hanguk,Nam-Han Kim,436538053,,,20.3,1 시즌 6 주 4 일,8630,5,2,6,7,14,FALSE,9,5,1,1,1,1,8,928,2019-03-27,4.5,KP,2470000,0,7.8,4.19,3.84,3.91,3.48,3.99,4.16,3.34,2.98,2.45,2.39,2.32,2.45,2.23,2.24,2,1.82,1.82,1.82,0,KP,7.8
76,Hanguk,Kwang-Hwa Hoo,440316579,,,18.6,1 시즌 0 주 4 일,2840,4,1,7,7,20,TRUE,1,8,6,6,3,2,6,809,2019-03-24,4.5,WB,490000,2,4.2,8.21,8.03,8.06,7.84,8.11,8.2,7.76,7.36,7.03,7.05,6.86,7.05,6.76,6.92,6.43,4.97,5.31,5.04,0,WBd,8.21
77,Andorra,Daniel Valldecabres,438124942,Powerful,Y×1,18.82,12 주 1 일,8020,2,3,8,6,10,FALSE,1,8,7,6,6,3,5,906,2019-03-27,5,CD,660000,1,3.8,7.93,7.81,7.9,7.69,8.03,7.99,7.85,7.51,7.34,7.38,7.19,7.48,7.33,7.39,7.16,5.67,6.32,5.61,0,CD,8.03
78,Hanguk,Chung-Nyeung Cho,440758750,,,17.83,11 주 4 일,2320,6,1,7,5,20,TRUE,1,5,2,5,6,7,3,763,2019-03-24,6,FW,490000,1,3.02,4.96,4.8,4.64,4.62,4.43,4.77,3.96,4.44,4.16,3.96,4.42,3.61,3.66,3.73,3.73,5.44,4.94,5.65,0,FWtw,5.65
99,Hanguk,Soon Jung,429263807,,,32.77,5 시즌 4 주 4 일,60,7,6,3,5,20,TRUE,5,6,1,1,2,1,3,606,2018-11-04,3.5,KP,570000,0,4.58,4.05,3.76,3.81,3.46,3.88,4.03,3.33,3.08,2.65,2.59,2.56,2.63,2.47,2.47,2.3,2.16,2.24,2.16,0,KP,4.58
