Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.46,4 시즌 12 주 6 일,2500,2,5,8,7,20,TRUE,6,5,1,1,1,1,5,647,2019-01-30,4.5,KP,1010000,0,7.97,6.02,5.62,5.69,5.22,5.79,5.98,5.06,4.66,4.07,4,3.91,4.07,3.81,3.83,3.56,3.36,3.36,3.36,0,KP,7.97
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.45,4 시즌 12 주 6 일,50,2,6,7,4,20,TRUE,1,6,4,3,4,0,5,590,2019-01-30,4.5,W,270000,17,4.07,6.31,6.12,6.22,5.93,6.35,6.35,6.04,5.72,5.46,5.46,5.32,5.55,5.4,5.45,5.24,3.88,4.57,3.81,0,CD,6.35
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,28.88,4 시즌 12 주 6 일,5460,4,5,8,7,20,TRUE,1,9,7,2,3,2,4,924,2019-01-27,5.5,IM,990000,6,5.53,9.63,9.26,9.7,8.92,10.27,9.94,9.91,8.49,8.06,8.29,7.4,9.1,8.74,8.49,8.34,5.87,6.56,5.38,0,CD,10.27
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.39,4 시즌 12 주 6 일,1160,5,5,7,7,20,TRUE,1,5,7,3,5,3,4,702,2019-01-30,5,IM,390000,18,4.25,6.9,6.96,7.23,7.04,7.59,7.17,7.94,7.26,7.46,7.67,7.12,8.22,8.2,7.99,8.17,6.45,7.13,6.06,0,IMd,8.22
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.54,4 시즌 12 주 6 일,11930,2,5,8,7,20,TRUE,1,10,6,6,5,3,4,1068,2019-01-27,6.5,W,1650000,11,5.94,10.97,10.57,10.65,10.17,10.74,10.93,10,9.53,8.92,8.87,8.73,8.89,8.55,8.68,8.19,6.92,0,6.96,7.36,WBd,10.97
15,Hanguk,Bong-Joo Kim,429263823,,Inj 1,26.100,4 시즌 12 주 6 일,11090,4,5,6,7,20,TRUE,1,10,6,7,6,2,4,1036,2019-01-27,6.5,W,1570000,23,5.29,9.92,9.59,9.58,9.26,9.58,9.82,8.92,8.73,8.21,8.12,8.16,7.95,7.67,7.9,7.38,6.05,6.69,6.19,0,WBd,9.92
16,Hanguk,Kil-Sung Park,429263824,,,23.50,4 시즌 12 주 6 일,2330,5,3,7,8,20,TRUE,1,5,3,5,4,7,6,779,2019-01-30,6,FW,410000,32,4.11,6.51,6.39,6.26,6.25,6.1,6.37,5.74,5.99,5.75,5.62,5.89,5.4,5.37,5.42,5.37,6.89,6.16,7.07,0,FWtw,7.07
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,30.14,4 시즌 12 주 6 일,890,2,6,7,6,20,TRUE,1,4,5,3,6,6,3,607,2019-01-27,5,FW,300000,38,3.87,5.75,5.78,5.91,5.82,6.08,5.88,6.24,6.06,6.18,6.25,6.08,6.54,6.64,6.43,6.76,6.92,6.97,6.68,0,FWd,6.97
31,Česká republika,,397610518,Head,,31.108,4 시즌 3 주 5 일,9650,3,7,6,6,20,FALSE,1,10,9,1,8,4,4,987,2019-01-30,6,IM,1632000,46,4.8,8.83,8.51,9.08,8.23,9.84,9.28,9.68,8.23,7.98,8.26,7.3,9.32,9.17,8.7,9,6.63,7.71,5.86,0,CD,9.84
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×2,21.63,3 시즌 9 주 5 일,14100,3,2,8,8,20,TRUE,1,11,4,4,3,3,3,1171,2019-01-30,5.5,W,3310000,1,5.73,10.54,9.84,9.97,9.13,10.14,10.48,8.84,8.06,7,6.9,6.69,7.01,6.51,6.58,5.99,5.27,0,5.29,5.3,WBd,10.54
59,Hanguk,Hyung-Hwa Jung,435660098,,,20.43,2 시즌 8 주 6 일,8540,5,2,6,7,20,TRUE,1,10,4,3,5,2,6,1086,2019-01-27,6,CD,1470000,13,4.83,8.62,8.06,8.23,7.49,8.46,8.63,7.47,6.82,6.03,5.96,5.78,6.14,5.82,5.81,5.48,4.49,5.01,4.39,0,CDtw,8.63
