Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.34,11주 1일,2290,2,3,6,7,20,TRUE,6,3,1,1,1,1,5,661,2017-10-25,3.5,KP,990000,0,,,6.26,3.7,3.77,3.01,2.9,2.7
2,Hanguk,Soon Jung,429263807,,,28.11,11주 1일,1340,7,5,6,7,20,TRUE,5,5,1,1,3,1,3,579,2017-10-29,3.5,KP,770000,0,,,6.39,4.94,5.09,3.73,3.52,3.23
3,Hanguk,Dong-Ho Lee,429263808,,,29.65,11주 1일,400,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,612,2017-10-29,3,W,300000,1,,,4.14,6.31,6.84,5.69,6.06,4.53
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,18.103,11주 1일,2140,2,2,6,7,20,TRUE,1,8,4,3,4,2,5,866,2017-10-25,4.5,WB,370000,1,,,4.22,6.87,7.18,5.49,5.39,4.24
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1,31.49,11주 1일,380,3,5,5,6,20,TRUE,1,7,4,4,3,1,7,696,2017-10-29,3.5,CD,310000,2,,,3.94,6.23,6.33,5.25,5.01,3.83
6,Hanguk,Yong-Seo Kwon,429263811,,,27.21,11주 1일,2590,3,4,6,7,20,TRUE,1,8,3,6,4,2,6,882,2017-10-29,4.5,CD,570000,1,,,4.65,7.66,7.34,6.05,5.19,4.73
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,32.33,11주 1일,660,2,5,5,6,20,TRUE,2,7,6,5,6,3,6,680,2017-10-25,4,W,320000,2,,,4.42,6.62,6.8,6.31,6.34,5.31
8,Hanguk,Min-Gyu Jung,429263814,,,21.107,11주 1일,1070,1,3,5,6,20,TRUE,1,6,6,4,4,2,5,695,2017-10-29,3,CD,310000,1,,,3.53,5.97,6.27,5.8,6,4.55
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.2,11주 1일,1540,3,2,6,6,20,TRUE,1,6,6,3,6,2,6,671,2017-10-25,3,CD,330000,0,,,3.63,6.12,6.6,6.07,6.47,4.91
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.76,11주 1일,2180,4,3,6,7,20,TRUE,1,7,7,2,3,2,4,783,2017-10-25,4,CD,430000,1,,,4.22,7.08,7.91,6.68,7.41,5.03
11,Hanguk,Ryung-Tae Kim,429263818,,,26.30,11주 1일,1340,2,3,5,7,20,TRUE,2,6,6,3,5,3,5,690,2017-10-25,3.5,CD,350000,2,,,4.2,6,6.45,5.88,6.29,5.05
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,25.27,11주 1일,1050,5,4,7,7,20,TRUE,1,3,7,3,5,3,4,717,2017-10-25,4.5,IM,410000,5,,,3.62,5.8,6.35,7.04,7.91,6.37
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1 Bru,21.42,11주 1일,2170,2,3,6,7,20,TRUE,1,6,6,6,5,3,4,661,2017-10-25,4.5,WB,330000,0,,,3.84,6.82,6.82,6.74,6.64,5.64
14,Hanguk,Moon-Hak Park,429263822,Powerful,,28.66,11주 1일,1400,4,5,4,7,20,TRUE,1,7,5,6,4,4,3,703,2017-10-29,3.5,WB,310000,0,,,3.61,6.13,6.05,5.52,5.25,4.87
15,Hanguk,Bong-Joo Kim,429263823,,,22.88,11주 1일,3160,4,3,6,7,20,TRUE,1,6,6,7,6,2,4,773,2017-10-29,4,WB,370000,2,,,3.96,7.2,7.03,7.22,6.9,5.71
16,Hanguk,Kil-Sung Park,429263824,,Y×2,19.38,11주 1일,1000,5,2,4,6,20,TRUE,1,3,3,5,4,7,6,772,2017-10-29,4,FW,410000,8,,,2.37,3.61,3.34,3.69,3.51,4.75
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×2,33.99,11주 1일,140,5,7,6,6,20,TRUE,1,2,4,3,3,7,5,680,2017-10-29,5,FW,310000,4,,,3.34,4.51,4.6,5.09,5.47,6.47
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.2,11주 1일,1260,2,4,7,6,20,TRUE,1,3,5,3,6,6,3,651,2017-10-29,4,IM,310000,11,,,3.57,5.3,5.57,6.08,6.63,7.02
19,Hanguk,Yong-Jae Kim,429284705,Unpredictable,,18.47,11주 0일,10,3,1,6,6,20,TRUE,1,2,2,3,3,2,2,290,2017-10-29,2.5,W,250000,3,,,2.3,3.04,2.88,3.13,2.96,3.12
20,Hanguk,Yi-Chun Jin,429677916,,,19.35,10주 1일,30,3,1,5,6,20,TRUE,1,2,4,3,2,1,2,413,2017-10-11,2,IM,250000,0,,,2.1,3.13,3.21,3.58,3.74,2.87
21,Hanguk,Chung-Ho Seo,430376571,,,19.49,9주 1일,50,4,1,5,6,20,TRUE,1,3,3,2,3,4,3,406,2017-10-11,2.5,IM,250000,2,,,2.28,3.19,3.33,3.17,3.36,3.54
28,Portugal,Baltasar Vieira,431142669,,,28.8,2주 6일,1030,3,5,6,7,5,FALSE,1,5,6,6,4,4,3,609,2017-10-25,3.5,W,372000,2,,,2.88,5.72,5.68,5.91,5.89,5.22
29,France,Vincent Wallois,403086843,Unpredictable,,27.107,2주 5일,3580,3,3,8,7,5,FALSE,1,6,8,4,6,4,3,801,2017-10-29,4.5,IM,516000,8,,,3.2,6.73,7.39,7.25,8.04,6.2
30,Hanguk,My-Sung Yun,431276267,,,17.45,2주 1일,20,5,1,6,5,20,TRUE,1,3,3,2,3,2,4,293,2017-10-29,2.5,W,250000,0,,,2.36,3.3,3.45,3.28,3.42,3.03
31,Česká republika,Leoš Broukal,397610518,Head,Y×1 Inj 1,27.96,2주 0일,15320,3,6,6,6,4,FALSE,1,9,9,2,8,5,4,902,2017-10-25,5.5,IM,1644000,26,,,3.68,7.22,8.31,7.04,8.11,6.13
32,Deutschland,Toktamış Batmaz,413755690,,,23.63,2주 1일,5120,5,2,4,7,5,FALSE,1,6,8,2,8,3,3,845,2017-10-25,3,IM,804000,4,,,2.14,4.41,5.15,4.89,5.73,4.06
33,Hanguk,Dong-Hyeon Lee,431740152,,,17.43,1주 0일,70,5,1,6,5,20,TRUE,1,3,4,2,2,4,1,407,,,,250000,0,,,2.36,3.47,3.74,3.61,3.97,3.77
99,Hanguk,In-Guh Park,429263805,,,41.42,11주 1일,0,4,6,2,2,20,TRUE,0,1,0,0,0,0,0,90,,,,250000,0,,,0.95,1.05,1.06,0.91,0.89,0.85
