Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.79,4 시즌 14 주 3 일,71730,3,3,7,8,20,TRUE,16,5,1,1,1,2,10,1603,2019-01-02,8.5,KP,19050000,0,14.31,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,14.31
4,Hanguk,Ji-Woon Lee,427619236,,,24.8,5 시즌 6 주 3 일,1190,5,4,6,8,20,TRUE,1,7,4,3,5,2,9,721,2019-01-02,4.5,CD,390000,26,4.47,7.26,6.96,7.08,6.66,7.25,7.3,6.75,6.37,5.97,5.94,5.82,6.08,5.92,5.91,5.76,4.89,5.42,4.79,0,CDtw,7.3
6,Hanguk,Jae-Shin Cha,427619238,,,31.101,5 시즌 6 주 3 일,490,5,6,6,6,20,TRUE,1,7,3,6,3,1,11,701,2018-12-23,5,WB,350000,26,4.3,7.11,6.87,6.73,6.61,6.54,6.92,5.93,6.07,5.62,5.46,5.72,5.07,4.83,5.14,4.59,4.14,4.32,4.45,0,WBd,7.11
8,Hanguk,Hong-Chan Son,427619240,,,26.49,5 시즌 6 주 3 일,1140,5,4,6,7,20,TRUE,1,5,6,5,5,1,10,637,2018-12-30,4,W,310000,9,3.82,6.4,6.45,6.51,6.51,6.58,6.46,6.74,6.6,6.7,6.76,6.62,6.81,6.77,6.85,6.7,5.1,5.87,5.04,0,IMtw,6.85
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.55,5 시즌 6 주 3 일,1280,4,5,6,6,20,TRUE,1,6,7,3,3,2,11,749,2019-01-02,4.5,IM,430000,19,4.22,7.03,7,7.27,6.98,7.63,7.28,7.79,6.94,6.96,7.18,6.55,7.72,7.56,7.41,7.37,5.39,5.95,5.05,0,Cdo,7.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.22,5 시즌 6 주 3 일,370,6,5,6,6,20,TRUE,2,5,6,2,5,2,10,605,2018-12-30,3.5,W,310000,18,4.45,5.99,5.95,6.21,5.94,6.56,6.22,6.72,6.09,6.15,6.31,5.84,6.81,6.78,6.58,6.73,5.14,5.88,4.78,0,IMd,6.81
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.31,5 시즌 6 주 3 일,560,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,702,2019-01-02,4,IM,380000,10,3.41,5.17,5.4,5.61,5.64,5.9,5.44,6.54,6.03,6.45,6.69,6.17,7.18,7.24,7.04,7.27,5.78,6.28,5.43,0,IMo,7.27
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.19,5 시즌 6 주 3 일,1520,2,4,7,7,20,TRUE,1,5,6,6,5,2,10,636,2019-01-02,4.5,W,330000,27,4.12,7.04,7.13,7.12,7.23,7.09,7.05,7.27,7.29,7.41,7.45,7.42,7.36,7.33,7.47,7.28,5.99,0,6.03,6.59,IMtw,7.47
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,27.72,5 시즌 6 주 3 일,2040,5,5,6,7,20,TRUE,1,5,5,7,6,2,10,759,2019-01-02,5,W,350000,16,4,6.74,6.81,6.66,6.86,6.47,6.63,6.47,6.88,6.92,6.83,7.11,6.46,6.46,6.72,6.45,5.75,6.28,5.97,0,Wo,7.11
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,23.66,5 시즌 6 주 3 일,1470,6,4,6,8,20,TRUE,1,3,3,6,4,7,12,748,2019-01-02,5,FW,410000,59,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
