Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.93,2시즌 3일,12380,3,2,4,7,20,TRUE,10,5,1,1,1,2,8,1080,2018-02-14,4,KP,1850000,0,,,7.51,3.74,3.87,2.6,2.45,2.38
3,Hanguk,Eun-Seok Hong,427619235,,,31.6,2시즌 8주 3일,270,5,5,5,6,20,TRUE,1,6,6,3,2,1,7,607,2018-02-11,3.5,CD,290000,9,,,3.75,6.04,6.48,5.72,6.04,4.11
4,Hanguk,Ji-Woon Lee,427619236,,,21.22,2시즌 8주 3일,1220,5,2,7,7,20,TRUE,1,7,4,3,5,2,7,735,2018-02-14,4.5,CD,390000,9,,,4.32,6.93,7.23,5.89,5.84,4.76
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.68,2시즌 8주 3일,100,5,5,5,6,20,TRUE,1,6,4,4,2,1,10,590,2018-02-14,3,CD,270000,3,,,3.69,5.74,5.8,5,4.81,3.68
6,Hanguk,Jae-Shin Cha,427619238,,,29.3,2시즌 8주 3일,1000,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,734,2018-02-11,5,WB,380000,8,,,4.78,7.7,7.33,6.28,5.42,4.98
7,Hanguk,In-Moo Byon,427619239,,Inj 1,33.103,2시즌 8주 3일,120,1,6,5,5,20,TRUE,2,6,4,5,5,2,6,590,2018-01-14,4.5,WB,290000,5,,,4.14,5.74,5.66,5.24,4.94,4.36
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.63,2시즌 8주 3일,1140,5,3,6,8,20,TRUE,1,5,6,5,5,1,8,615,2018-02-14,3.5,WB,310000,1,,,3.81,6.53,6.66,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.70,2시즌 8주 3일,1400,2,3,8,7,20,TRUE,1,5,6,3,6,3,10,648,2018-02-14,5,IM,330000,10,,,4.21,6.85,7.37,7.18,7.75,6.4
10,Hanguk,Kwang-Eul Jeon,427619242,,,25.69,2시즌 8주 3일,1640,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,763,2018-02-11,5,IM,430000,6,,,4.52,7.57,8.26,7.52,8.18,5.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.36,2시즌 8주 3일,760,6,4,6,7,20,TRUE,2,5,6,3,5,2,9,621,2018-02-11,3.5,W,330000,10,,,4.46,6.17,6.63,6.38,6.85,5.28
12,Hanguk,Chan-Myung Lee,427619244,,,27.45,2시즌 8주 3일,1010,3,4,6,7,20,TRUE,1,3,7,3,4,3,8,756,2018-02-14,4.5,IM,410000,8,,,3.38,5.42,5.93,6.5,7.31,5.81
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.33,2시즌 8주 3일,1260,2,3,5,8,20,TRUE,1,5,6,6,5,2,9,613,2018-02-14,4,W,330000,10,,,3.48,6.13,6.1,6.38,6.31,5.13
14,Hanguk,Se-Jong Cho,427619246,,,30.33,2시즌 8주 3일,580,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,600,2018-02-14,4,WB,280000,18,,,4.19,6.96,6.79,6.81,6.57,6.23
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,24.86,2시즌 8주 3일,2300,5,4,7,8,20,TRUE,1,5,5,7,6,2,9,746,2018-02-14,5,W,350000,13,,,4.27,7.35,6.99,7.48,6.97,6.19
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,20.80,2시즌 8주 3일,1280,6,2,4,7,20,TRUE,1,3,3,6,4,7,10,780,2018-02-14,4.5,FW,410000,21,,,2.5,3.94,3.52,4.04,3.7,5.09
