Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
1,Hanguk,Jong-Kyung Ji,429263806,Head,,26.16,4 시즌 8 주 4 일,1960,2,5,5,7,20,TRUE,6,5,1,1,1,1,5,652,2019-01-02,3.5,KP,1010000,0,6.56,4.95,4.62,4.68,4.29,4.76,4.92,4.16,3.83,3.35,3.29,3.22,3.34,3.14,3.15,2.93,2.76,2.76,2.76,0,KP,6.56
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,36.15,4 시즌 8 주 4 일,70,2,6,8,4,20,TRUE,1,6,4,3,4,1,5,590,2019-01-02,4,W,270000,17,4.23,6.57,6.37,6.47,6.17,6.61,6.62,6.29,5.95,5.68,5.69,5.54,5.8,5.66,5.68,5.5,4.4,4.94,4.31,0,CDtw,6.62
9,Hanguk,Seung-Min Lee,429263815,Quick,,23.96,4 시즌 8 주 4 일,9500,3,4,6,8,20,TRUE,1,10,6,3,6,2,6,1005,2018-12-30,5,IM,1550000,9,5.24,9.36,8.91,9.2,8.47,9.58,9.51,8.91,8.03,7.45,7.5,7.07,7.93,7.65,7.54,7.35,5.58,6.42,5.28,0,CD,9.58
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,28.58,4 시즌 8 주 4 일,5200,4,5,8,7,20,TRUE,1,9,7,2,3,2,4,916,2019-01-02,6,IM,990000,6,5.57,9.71,9.34,9.78,9,10.36,10.02,9.99,8.56,8.12,8.36,7.46,9.17,8.81,8.56,8.4,5.92,6.61,5.43,0,CD,10.36
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,29.9,4 시즌 8 주 4 일,1150,5,5,8,7,20,TRUE,1,5,7,3,5,3,4,701,2019-01-02,5.5,IM,390000,17,4.4,7.14,7.19,7.48,7.28,7.85,7.41,8.21,7.51,7.71,7.93,7.36,8.5,8.48,8.26,8.44,6.67,7.38,6.27,0,IMd,8.5
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,25.24,4 시즌 8 주 4 일,10790,2,5,7,7,20,TRUE,1,10,6,6,5,3,4,1048,2018-12-30,6,W,1650000,10,5.75,10.61,10.23,10.3,9.84,10.39,10.58,9.68,9.22,8.63,8.58,8.44,8.6,8.27,8.4,7.92,6.69,0,6.73,7.12,WBd,10.61
15,Hanguk,Bong-Joo Kim,429263823,,,26.70,4 시즌 8 주 4 일,11070,4,5,5,7,20,TRUE,1,10,6,7,6,2,4,1049,2018-12-30,5.5,W,1570000,21,4.84,9.06,8.77,8.76,8.46,8.75,8.98,8.15,7.98,7.51,7.42,7.46,7.27,7.01,7.22,6.75,5.53,6.11,5.66,0,WBd,9.06
16,Hanguk,Kil-Sung Park,429263824,,,23.20,4 시즌 8 주 4 일,2120,5,3,7,8,20,TRUE,1,5,3,5,4,7,6,761,2019-01-02,5.5,FW,410000,32,4.11,6.51,6.39,6.26,6.25,6.1,6.37,5.74,5.99,5.75,5.62,5.89,5.4,5.37,5.42,5.37,6.89,6.16,7.07,0,FWtw,7.07
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,29.96,4 시즌 8 주 4 일,1030,2,6,6,6,20,TRUE,1,4,5,3,6,6,3,613,2018-12-30,5.5,FW,300000,36,3.59,5.34,5.36,5.48,5.4,5.64,5.46,5.79,5.62,5.73,5.8,5.64,6.06,6.16,5.97,6.27,6.42,6.46,6.2,0,FWd,6.46
31,Česká republika,,397610518,Head,,31.78,3 시즌 15 주 3 일,10600,3,7,7,6,20,FALSE,1,10,9,1,8,4,4,989,2019-01-02,6.5,IM,1632000,46,5.17,9.52,9.17,9.79,8.87,10.6,10,10.43,8.86,8.6,8.9,7.87,10.05,9.89,9.37,9.7,7.14,8.31,6.32,0,CD,10.6
