Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.46,1시즌 3주 0일,10050,4,3,7,7,20,TRUE,9,3,1,1,1,1,6,943,2017-09-17,5.5,KP,1970000,0,,,8.68,3.96,4.04,3.23,3.11,2.9
2,Hanguk,Jee-Hoon Kim,428709461,,,19.55,11주 0일,4860,3,1,7,6,20,TRUE,7,5,1,1,1,2,2,781,2017-09-17,4.5,KP,930000,0,,,6.96,4.23,4.38,2.83,2.64,2.56
3,Hanguk,Eun-Seok Hong,427619235,,,29.80,1시즌 3주 0일,340,5,4,3,6,20,TRUE,1,6,6,3,2,2,4,630,2017-09-17,2.5,CD,300000,4,,,2.72,4.42,4.75,4.18,4.44,3.22
4,Hanguk,Ji-Woon Lee,427619236,,,19.96,1시즌 3주 0일,990,5,2,5,7,20,TRUE,1,7,4,3,5,2,5,717,2017-09-13,3,CD,390000,3,,,3.65,5.86,6.12,4.98,4.94,4.03
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.30,1시즌 3주 0일,150,5,5,5,5,20,TRUE,1,6,4,4,2,1,7,595,2017-09-06,2.5,WB,280000,0,,,3.58,5.57,5.63,4.85,4.66,3.57
6,Hanguk,Jae-Shin Cha,427619238,,,27.77,1시즌 3주 0일,990,5,5,4,7,20,TRUE,1,7,3,6,3,2,6,785,2017-09-17,3.5,WB,390000,6,,,3.65,5.87,5.59,4.79,4.13,3.8
7,Hanguk,In-Moo Byon,427619239,,Inj 4,32.65,1시즌 3주 0일,290,1,6,7,6,20,TRUE,2,6,5,5,5,3,6,590,2017-09-13,4,CD,300000,4,,,5.08,7.24,7.28,6.88,6.76,5.98
8,Hanguk,Hong-Chan Son,427619240,,,22.25,1시즌 3주 0일,1140,5,3,6,7,20,TRUE,1,5,6,5,5,1,4,637,2017-09-17,3.5,WB,310000,0,,,3.77,6.47,6.6,6.72,6.79,5.08
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,20.32,1시즌 3주 0일,1140,2,3,6,6,20,TRUE,1,5,6,3,6,3,6,648,2017-09-17,4.5,IM,330000,4,,,3.61,5.87,6.32,6.16,6.65,5.49
10,Hanguk,Kwang-Eul Jeon,427619242,,,24.31,1시즌 3주 0일,1650,4,3,7,7,20,TRUE,1,6,7,3,3,2,5,764,2017-09-17,5,IM,430000,5,,,4.32,7.35,8.03,7.31,7.96,5.59
11,Hanguk,Kwang-Hwan Yun,427619243,,,26.110,1시즌 3주 0일,940,6,4,7,7,20,TRUE,2,5,6,3,5,2,6,650,2017-09-13,4.5,IM,330000,3,,,4.81,6.65,7.15,6.89,7.39,5.69
12,Hanguk,Chan-Myung Lee,427619244,,,26.7,1시즌 3주 0일,790,3,4,4,7,20,TRUE,1,3,7,3,4,3,4,760,2017-09-17,2.5,FW,410000,5,,,2.76,4.43,4.85,5.31,5.98,4.75
13,Hanguk,Sung-Kook Han,427619245,Technical,,21.107,1시즌 3주 0일,1410,2,3,6,7,20,TRUE,1,5,6,6,5,2,5,628,2017-09-13,4,W,330000,7,,,3.72,6.55,6.51,6.81,6.73,5.47
14,Hanguk,Se-Jong Cho,427619246,,,28.107,1시즌 3주 0일,840,4,5,6,6,20,TRUE,1,5,5,6,3,4,4,615,2017-09-13,4,WB,290000,8,,,3.92,6.51,6.35,6.37,6.15,5.82
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.48,1시즌 3주 0일,2320,5,3,7,7,20,TRUE,1,5,5,7,6,2,4,767,2017-09-13,5,W,350000,7,,,4.06,7.12,6.76,7.24,6.74,5.97
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,19.42,1시즌 3주 0일,1370,6,2,6,7,20,TRUE,1,3,3,6,4,7,6,754,2017-09-17,5,FW,410000,15,,,2.97,4.68,4.19,4.81,4.4,6.06
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,Bru,34.93,1시즌 3주 0일,50,2,6,7,5,20,TRUE,1,2,4,3,3,6,5,590,2017-09-10,5,FW,300000,16,,,3.11,4.22,4.3,4.78,5.11,5.76
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.2,1시즌 3주 0일,940,3,4,4,7,20,TRUE,1,2,5,3,6,6,2,644,2017-09-17,4,FW,310000,11,,,2.55,3.68,3.86,4.56,5.03,5.41
20,Brasil,Jader da Matta,427827635,,,32.71,13주 6일,610,4,6,6,6,11,FALSE,2,6,6,5,6,2,5,590,2017-09-06,3.5,WB,384000,1,,,3.91,6.1,6.26,6.09,6.14,4.79
