Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jee-Seung Oh,427619233,,,22.77,1시즌 7주 3일,10260,4,3,7,7,20,TRUE,9,3,1,1,1,1,8,949,2017-10-18,5,KP,1970000,0,,,8.86,4.04,4.13,3.3,3.18,2.96
2,Hanguk,Jee-Hoon Kim,428709461,,,19.86,15주 3일,5880,3,1,8,6,20,TRUE,8,5,1,1,1,2,5,803,2017-10-15,4.5,KP,930000,0,,,8.11,4.52,4.69,3.03,2.82,2.74
3,Hanguk,Eun-Seok Hong,427619235,,,29.111,1시즌 7주 3일,450,5,4,6,6,20,TRUE,1,6,6,3,2,2,6,614,2017-10-18,4,CD,300000,4,,,3.98,6.48,6.97,6.13,6.51,4.72
4,Hanguk,Ji-Woon Lee,427619236,,,20.15,1시즌 7주 3일,810,5,2,4,7,20,TRUE,1,7,4,3,5,2,6,704,2017-10-15,3,CD,390000,5,,,3.27,5.24,5.47,4.46,4.42,3.6
5,Hanguk,Jang-Soo Choi,427619237,Quick,,31.61,1시즌 7주 3일,140,5,5,5,5,20,TRUE,1,6,4,4,2,1,8,592,2017-10-15,3.5,WB,280000,0,,,3.58,5.57,5.64,4.86,4.67,3.58
6,Hanguk,Jae-Shin Cha,427619238,,Y×1,27.108,1시즌 7주 3일,1230,5,5,6,7,20,TRUE,1,7,3,6,3,2,8,777,2017-10-18,4.5,WB,390000,7,,,4.49,7.23,6.88,5.89,5.09,4.68
7,Hanguk,In-Moo Byon,427619239,,Bru,32.96,1시즌 7주 3일,380,1,6,8,5,20,TRUE,2,6,5,5,5,3,6,590,2017-09-13,4,CD,300000,4,,,4.99,7.11,7.15,6.76,6.64,5.88
8,Hanguk,Hong-Chan Son,427619240,,Y×1,22.56,1시즌 7주 3일,1200,5,3,7,7,20,TRUE,1,5,6,5,5,1,7,637,2017-10-11,4,WB,310000,0,,,4.08,7.01,7.15,7.28,7.36,5.5
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×2,20.63,1시즌 7주 3일,1160,2,3,6,7,20,TRUE,1,5,6,3,6,3,9,622,2017-10-18,4,IM,330000,5,,,3.67,5.97,6.43,6.27,6.77,5.58
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×2,24.62,1시즌 7주 3일,1690,4,4,7,7,20,TRUE,1,6,7,3,3,2,7,768,2017-10-18,5,IM,430000,5,,,4.51,7.56,8.24,7.52,8.17,5.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,27.29,1시즌 7주 3일,930,6,4,7,7,20,TRUE,2,5,6,3,5,2,7,648,2017-10-15,4.5,IM,330000,6,,,4.83,6.68,7.18,6.91,7.41,5.71
12,Hanguk,Chan-Myung Lee,427619244,,,26.38,1시즌 7주 3일,1120,3,4,8,7,20,TRUE,1,3,7,3,4,3,6,761,2017-10-15,4,FW,410000,7,,,3.79,6.07,6.65,7.28,8.19,6.51
13,Hanguk,Sung-Kook Han,427619245,Technical,,22.26,1시즌 7주 3일,1520,2,3,7,7,20,TRUE,1,5,6,6,5,2,6,636,2017-10-15,5,W,330000,8,,,4.04,7.11,7.07,7.4,7.31,5.95
14,Hanguk,Se-Jong Cho,427619246,,,29.26,1시즌 7주 3일,780,4,5,7,6,20,TRUE,1,5,5,6,3,4,5,609,2017-10-15,4,WB,290000,13,,,4.22,7.01,6.83,6.86,6.62,6.27
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,23.79,1시즌 7주 3일,2360,5,3,8,7,20,TRUE,1,5,5,7,6,2,6,758,2017-10-15,5.5,W,350000,8,,,4.22,7.39,7.01,7.51,7,6.19
16,Hanguk,Dong-Shik Kim,427619248,,Y×2,19.73,1시즌 7주 3일,1510,6,2,7,7,20,TRUE,1,3,3,6,4,7,8,759,2017-10-15,5.5,FW,410000,19,,,3.24,5.1,4.57,5.24,4.8,6.6
17,Hanguk,Seung-Mee Kim,427619249,Unpredictable,Bru,35.12,1시즌 7주 3일,40,2,6,6,5,20,TRUE,1,2,4,3,3,6,7,590,2017-10-11,4.5,FW,270000,18,,,2.87,3.89,3.97,4.4,4.71,5.31
18,Hanguk,Kwang-Rae Kim,427619250,Head,,27.33,1시즌 7주 3일,1190,3,4,6,7,20,TRUE,1,2,5,3,6,6,4,647,2017-10-18,5,FW,310000,12,,,3.12,4.51,4.73,5.59,6.16,6.63
