Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.12,2시즌 7주 4일,2300,2,4,6,8,20,TRUE,6,4,1,1,1,1,5,661,2018-05-13,4,KP,990000,0,,,6.86,4.47,4.59,3.41,3.24,2.93
2,Hanguk,Soon Jung,429263807,,,29.101,2시즌 7주 4일,130,7,6,6,6,20,TRUE,5,6,1,1,3,1,3,603,2018-05-16,4,KP,720000,0,,,6.69,5.5,5.68,3.96,3.69,3.3
3,Hanguk,Dong-Ho Lee,429263808,,,31.43,2시즌 7주 4일,380,4,6,6,6,20,TRUE,1,7,5,2,2,2,4,689,2018-05-16,4,W,320000,5,,,4.42,6.81,7.36,5.86,6.17,4.56
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.11,2시즌 7주 4일,190,2,6,7,5,20,TRUE,2,7,5,5,5,2,5,680,2018-05-16,4.5,W,310000,16,,,5.27,7.65,7.73,6.96,6.74,5.54
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.92,2시즌 7주 4일,8340,3,3,7,8,20,TRUE,1,9,6,3,6,2,6,972,2018-05-16,5,IM,630000,0,,,5.21,8.89,9.57,7.7,7.97,5.85
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.54,2시즌 7주 4일,4650,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,904,2018-05-16,5.5,IM,770000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,,28.8,2시즌 7주 4일,2420,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,801,2018-05-13,5.5,IM,530000,7,,,5.66,8.33,8.95,7.45,7.8,6.12
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,27.5,2시즌 7주 4일,1170,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,725,2018-05-16,4.5,IM,410000,6,,,3.65,5.95,6.51,6.77,7.53,5.98
13,Hanguk,Hong-Woon Kim,429263820,Technical,,23.20,2시즌 7주 4일,9150,2,4,7,8,20,TRUE,1,9,6,6,5,3,4,994,2018-05-13,6,W,1110000,3,,,5.37,9.6,9.73,8.37,8.08,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,24.66,2시즌 7주 4일,11850,4,4,8,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-05-13,7,W,810000,5,,,5.55,10.11,10.05,8.95,8.41,6.69
16,Hanguk,Kil-Sung Park,429263824,,,21.16,2시즌 7주 4일,1640,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,761,2018-05-16,5.5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.77,2시즌 7주 4일,10,5,7,6,4,20,TRUE,1,2,3,2,2,5,5,490,2018-05-13,4.5,FW,260000,17,,,3.11,3.86,3.97,4.08,4.36,4.9
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.92,2시즌 7주 4일,1320,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,654,2018-05-13,5.5,FW,310000,27,,,3.5,5.14,5.4,5.89,6.4,6.77
