Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,21.76,2시즌 14주 0일,31760,3,2,7,8,20,TRUE,13,5,1,1,1,2,8,1283,2018-05-16,6.5,KP,5450000,0,,,12.04,4.99,5.15,3.47,3.26,3.17
3,Hanguk,Eun-Seok Hong,427619235,,,31.101,3시즌 6주 0일,260,5,5,6,6,20,TRUE,1,6,6,3,2,1,7,605,2018-05-13,3.5,CD,290000,9,,,4.1,6.61,7.09,6.25,6.61,4.5
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,22.5,3시즌 6주 0일,1260,5,3,7,8,20,TRUE,1,7,4,3,5,2,7,725,2018-05-20,4.5,CD,390000,23,,,4.66,7.34,7.65,6.28,6.22,5.12
6,Hanguk,Jae-Shin Cha,427619238,,,29.98,3시즌 6주 0일,970,5,5,7,6,20,TRUE,1,7,3,6,3,2,10,745,2018-05-16,5,WB,380000,12,,,4.76,7.67,7.3,6.26,5.4,4.97
8,Hanguk,Hong-Chan Son,427619240,,,24.46,3시즌 6주 0일,1100,5,3,6,7,20,TRUE,1,5,6,5,5,1,8,630,2018-05-09,3.5,WB,310000,1,,,3.81,6.53,6.66,6.79,6.86,5.13
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,Y×1,22.53,3시즌 6주 0일,1420,2,3,8,8,20,TRUE,1,5,6,3,6,3,10,621,2018-05-16,5,IM,330000,10,,,4.24,6.89,7.42,7.23,7.8,6.44
10,Hanguk,Kwang-Eul Jeon,427619242,,,26.52,3시즌 6주 0일,1590,4,4,7,7,20,TRUE,1,6,7,3,3,2,9,758,2018-05-20,5,IM,430000,12,,,4.49,7.53,8.21,7.48,8.14,5.76
11,Hanguk,Kwang-Hwan Yun,427619243,,Y×1,29.19,3시즌 6주 0일,700,6,5,7,7,20,TRUE,2,5,6,2,5,2,9,615,2018-05-16,4,W,320000,12,,,4.91,6.56,7.23,6.78,7.47,5.67
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,28.28,3시즌 6주 0일,820,3,4,6,7,20,TRUE,1,3,7,3,4,3,8,723,2018-05-16,4.5,IM,410000,8,,,3.36,5.39,5.9,6.46,7.26,5.77
13,Hanguk,Sung-Kook Han,427619245,Technical,,24.16,3시즌 6주 0일,1610,2,4,7,8,20,TRUE,1,5,6,6,5,2,9,623,2018-05-20,5.5,W,330000,15,,,4.27,7.39,7.35,7.68,7.59,6.21
14,Hanguk,Se-Jong Cho,427619246,,,31.16,3시즌 6주 0일,460,4,5,8,6,20,TRUE,1,5,5,6,3,3,8,596,2018-05-16,4,WB,280000,18,,,4.3,7.14,6.96,6.98,6.7,5.99
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,25.69,3시즌 6주 0일,2140,5,4,6,7,20,TRUE,1,5,5,7,6,2,9,772,2018-05-16,5,W,350000,13,,,3.94,6.78,6.44,6.9,6.43,5.71
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,21.63,3시즌 6주 0일,1560,6,3,6,8,20,TRUE,1,3,3,6,4,7,10,759,2018-05-20,5.5,FW,410000,24,,,3.29,5.06,4.55,5.19,4.77,6.48
18,Hanguk,Kwang-Rae Kim,427619250,Head,Bru,29.23,3시즌 6주 0일,730,3,5,6,6,20,TRUE,1,2,5,3,6,6,7,610,2018-05-16,5,FW,300000,32,,,3.03,4.33,4.53,5.34,5.88,6.32
23,Belgium,Mathias Piron,428125893,Technical,,34.102,3시즌 6일,90,6,6,7,5,20,FALSE,2,5,5,5,5,1,8,490,2018-05-20,4.5,W,324000,10,,,4.2,6.03,6.03,6.03,5.9,4.61
25,Polska,Pylyp Nagorniak,406205227,,Y×1,29.63,3시즌 6일,1660,5,3,8,6,20,FALSE,1,6,6,3,6,3,9,659,2018-05-16,5,IM,432000,8,,,3.92,6.78,7.34,6.73,7.23,5.79
31,Hanguk,Se-Hee Park,430626797,,,20.110,2시즌 5주 0일,1200,4,2,6,7,20,TRUE,1,2,5,5,3,7,8,722,2018-05-20,5,FW,390000,20,,,2.81,4.56,4.44,5.44,5.67,6.53
34,Sverige,Axel Hermansson,422526443,,Y×1,30.85,2시즌 2주 6일,1580,5,5,7,6,17,FALSE,2,6,7,2,6,2,9,703,2018-05-20,4.5,IM,492000,12,,,4.5,6.6,7.44,6.8,7.64,5.41
38,Latvija,Artem Skurlatov,409641598,,,28.91,1시즌 15주 3일,2200,5,5,5,7,16,FALSE,1,8,6,3,4,3,4,805,2018-05-16,4,CD,732000,8,,,3.61,6.31,6.82,5.53,5.82,4.4
40,Perú,Matías Pichis,416567166,,,24.41,1시즌 14주 6일,9450,6,2,6,8,16,FALSE,1,10,8,2,4,4,6,1001,2018-05-16,5.5,CD,1764000,4,,,4.25,8.16,9.26,7.03,7.88,5.46
41,Deutschland,Reinold Kisch,413993877,,,25.45,1시즌 14주 6일,2790,5,2,8,7,16,FALSE,1,8,6,2,4,5,3,803,2018-05-16,4.5,CD,588000,11,,,4.13,7.42,8.26,6.39,7.04,5.84
48,Hanguk,Dong-Suk Lee,432205385,Technical,,20.12,1시즌 8주 6일,1240,6,1,7,6,20,TRUE,1,5,4,5,6,5,4,626,2018-05-20,5.5,FW,290000,4,,,3.14,5.38,5.25,5.21,5.02,5.46
52,Hanguk,Seong-Gong Choi,433454317,Unpredictable,,18.92,1시즌 5주 1일,5630,4,2,7,7,20,TRUE,1,7,7,7,4,5,4,791,2018-05-20,5,WB,550000,7,,,4.31,8.27,8.27,8.01,7.93,7.05
55,Hanguk,Geun-Ho Han,433728993,,Y×1,19.94,1시즌 2주 1일,2200,3,1,7,6,20,TRUE,1,5,6,4,3,7,3,738,2018-05-16,4.5,FW,410000,4,,,3.36,6,6.31,6.08,6.54,6.59
58,Hanguk,Tae-Hwan Lee,434006765,,,18.10,15주 1일,13250,4,2,6,7,20,TRUE,10,1,1,1,1,1,4,1040,2018-05-20,4.5,KP,3090000,0,,,7.97,2.49,2.49,2.49,2.49,2.49
61,Oceania,Cedrick Williamson,430364099,Powerful 있음,,19.45,12주 6일,5790,3,2,6,7,10,FALSE,1,8,5,7,7,2,4,852,2018-05-20,4,WB,708000,2,,,3.35,6.87,6.65,6.04,5.42,4.47
65,Hanguk,Sang-Hyun Yun,434942107,,Y×1,18.8,8주 1일,2710,3,1,6,6,20,TRUE,1,6,5,4,7,4,2,790,2018-05-20,4,W,390000,2,,,3.22,5.61,5.81,5.43,5.52,5.13
70,Hanguk,Min-Gyu Jung,429263814,,,23.86,3주 5일,4670,1,3,5,8,6,FALSE,1,9,6,4,4,2,5,919,2018-05-20,4,CD,670000,2,,,3.4,6.66,7.08,5.52,5.58,3.78
72,Hanguk,Gyeong-Ryeol Kim,435840503,,,18.22,2주 1일,1550,3,1,6,5,20,TRUE,1,7,6,4,4,3,5,747,2018-05-20,4,WB,390000,0,,,3.24,5.89,6.22,5.42,5.6,4.36
74,Hanguk,Duk-Hwan Cho,436018357,,,18.107,0일,70,4,1,6,5,20,TRUE,1,5,3,2,3,3,2,490,,,,270000,0,,,2.8,4.18,4.4,3.56,3.62,3.35
99,Hanguk,Je-Min Jung,427619232,,,43.79,3시즌 6주 0일,0,3,8,2,1,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.82,0.82,0.82,0.82,0.82,0.82
