Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.70,3시즌 1일,2500,2,4,8,8,20,TRUE,6,4,1,1,1,1,5,647,2018-07-15,4.5,KP,990000,0,,,7.64,4.98,5.11,3.81,3.61,3.27
2,Hanguk,Soon Jung,429263807,,,30.47,3시즌 1일,140,7,6,7,6,20,TRUE,5,6,1,1,3,1,3,603,2018-07-11,3.5,KP,680000,0,,,7.15,5.87,6.07,4.23,3.94,3.53
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.69,3시즌 1일,150,2,6,7,5,20,TRUE,2,7,5,4,5,2,5,680,2018-07-11,5,W,310000,16,,,5.27,7.49,7.73,6.77,6.74,5.44
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.38,3시즌 1일,7840,3,3,6,8,20,TRUE,1,10,6,3,6,2,6,1000,2018-07-15,5,IM,1330000,2,,,5.09,8.76,9.42,7.3,7.5,5.42
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,27.0,3시즌 1일,5040,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,913,2018-07-11,5.5,IM,870000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.66,3시즌 1일,2730,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,804,2018-07-15,5.5,IM,530000,8,,,5.62,8.27,8.89,7.4,7.75,6.08
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,Y×1,27.63,3시즌 1일,1320,5,4,7,7,20,TRUE,1,5,7,3,5,3,4,705,2018-07-15,5,IM,410000,9,,,4.19,6.93,7.57,7.44,8.19,6.42
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×2,23.78,3시즌 1일,9580,2,4,7,8,20,TRUE,1,10,6,6,5,3,4,1005,2018-07-15,6.5,W,1110000,4,,,5.65,10.15,10.32,8.54,8.19,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,25.12,3시즌 1일,11800,4,4,7,8,20,TRUE,1,9,6,7,6,2,4,1008,2018-07-15,6.5,W,1350000,7,,,5.36,9.77,9.71,8.65,8.12,6.47
16,Hanguk,Kil-Sung Park,429263824,,Inj 1,21.74,3시즌 1일,1400,5,2,6,8,20,TRUE,1,4,3,5,4,7,6,732,2018-07-11,5.5,FW,410000,14,,,3.34,5.19,4.89,4.95,4.66,6.17
17,Hanguk,Seung-Ok Lee,429263826,Technical,,36.23,3시즌 1일,10,5,7,6,4,20,TRUE,0,2,3,2,2,5,5,490,2018-07-01,4.5,FW,250000,17,,,2.54,3.86,3.97,4.08,4.36,4.9
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,28.38,3시즌 1일,1120,2,6,6,7,20,TRUE,1,4,5,3,6,6,3,612,2018-07-15,5,FW,310000,29,,,3.84,5.74,6.04,6.14,6.6,6.87
31,Česká republika,Leoš Broukal,397610518,Head,,30.20,2시즌 7주 0일,12150,3,7,6,6,18,FALSE,1,9,9,2,8,4,4,894,2018-07-11,5,IM,1740000,42,,,4.54,8.23,9.38,8.05,9.13,6.75
33,Hanguk,Dong-Hyeon Lee,431740152,,,19.79,2시즌 6주 0일,3350,5,2,6,7,20,TRUE,1,9,4,2,2,4,1,954,2018-07-11,5,CD,470000,4,,,4.54,7.31,7.84,5.4,5.47,4.64
43,Hanguk,Ji-Soo Kim,433466579,Technical,Y×1,19.87,1시즌 13주 0일,6010,3,2,7,7,20,TRUE,1,10,4,4,3,3,3,1030,2018-07-11,5,CD,670000,0,,,5.16,8.78,9.02,6.46,6.06,4.99
44,Hanguk,Sang-Yong Jang,433566477,,Y×2 Inj 2,20.54,1시즌 12주 0일,2620,2,2,6,7,20,TRUE,1,8,6,6,5,4,2,791,2018-07-15,4.5,WB,410000,4,,,4.31,7.92,8,7.15,6.96,6.04
46,Hanguk,Jung-Oh Han,433730490,Technical,Y×1,20.60,1시즌 10주 1일,3070,4,2,8,7,20,TRUE,1,9,3,5,1,3,3,903,2018-07-15,5,WB,450000,3,,,5.06,8.48,8.37,6.03,5.24,4.67
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,19.76,1시즌 8주 0일,1810,1,1,7,7,20,TRUE,1,7,5,4,2,4,5,768,2018-07-15,4,W,330000,0,,,3.91,6.9,7.16,5.89,5.92,5.06
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,19.51,1시즌 1주 0일,690,2,1,5,6,20,TRUE,1,5,5,4,5,4,2,570,2018-07-11,3,WB,250000,7,,,2.85,4.91,5.06,4.9,5.04,4.65
58,Hanguk,Yi-Sub Kang,435570656,,,19.82,13주 1일,1080,5,1,6,6,20,TRUE,1,6,3,5,5,5,4,621,2018-07-11,3,WB,270000,0,,,3.27,5.49,5.28,4.68,4.25,4.89
59,Hanguk,Hyung-Hwa Jung,435660098,,Y×1,18.67,12주 1일,910,5,1,7,6,20,TRUE,1,7,4,3,5,2,6,704,2018-07-11,4,CD,250000,3,,,3.83,6.37,6.67,5.36,5.32,4.27
60,Hanguk,Chu-Seok Ahn,435761718,,Y×1,18.54,11주 0일,1030,3,1,8,6,20,TRUE,1,4,5,3,3,7,5,704,2018-07-15,5,FW,350000,0,,,3.06,5.03,5.34,5.19,5.69,6.14
61,Schweiz,Francois Baumgartner,434542904,,,18.34,10주 6일,5800,5,2,7,7,10,FALSE,1,7,7,6,7,6,3,680,2018-07-15,3.5,CD,492000,3,,,3.38,7.19,7.37,7.17,7.33,6.87
63,Hellas,Damianos Yiannopoulos,377705560,Unpredictable,,35.21,10주 0일,8390,6,8,7,5,9,FALSE,1,9,13,11,5,3,14,1280,2018-07-11,6,W,4308000,90,,,4.14,10.01,10.18,10.69,10.9,7.5
64,Hanguk,Koo-Joong Kim,435928762,,Y×1,18.45,9주 1일,1800,3,1,8,6,20,TRUE,1,8,4,3,2,2,3,864,2018-07-15,4.5,CD,370000,3,,,4.21,7.08,7.43,5.42,5.3,3.93
66,Hanguk,Jong-Yong Yoo,436538587,Head,,17.53,5주 1일,140,3,1,7,5,20,TRUE,1,5,3,3,3,2,6,507,2018-07-15,3,CD,250000,1,,,3.17,4.9,4.98,4.21,4.07,3.54
98,Hanguk,Seung-Lip Lee,436988140,,,17.88,1일,90,4,1,6,5,20,TRUE,1,4,3,2,4,3,4,413,,,,250000,0,,,2.58,3.74,3.92,3.49,3.61,3.48
99,Hanguk,In-Guh Park,429263805,,,43.78,3시즌 1일,0,3,6,4,1,20,TRUE,0,0,0,0,0,0,0,440,,,,250000,0,,,1.13,1.13,1.13,1.13,1.13,1.13
