Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.111,2시즌 3주 0일,20620,3,2,7,8,20,TRUE,11,5,1,1,1,2,8,1142,2018-02-28,6,KP,1850000,0,,,10.63,4.96,5.13,3.45,3.24,3.16
3,Hanguk,Eun-Seok Hong,427619235,,,31.24,2시즌 11주 0일,310,5,5,7,6,20,TRUE,1,6,6,3,2,1,7,607,2018-03-04,4,CD,290000,9,,,4.42,7.12,7.65,6.74,7.12,4.85
4,Hanguk,Ji-Woon Lee,427619236,,Y×1,21.40,2시즌 11주 0일,1270,5,2,8,7,20,TRUE,1,7,4,3,5,2,7,740,2018-03-04,4.5,CD,390000,11,,,4.55,7.3,7.62,6.2,6.15,5.02
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.86,2시즌 11주 0일,110,5,6,7,6,20,TRUE,1,6,4,4,2,1,10,590,2018-03-04,4,CD,270000,4,,,4.45,6.86,6.94,5.99,5.76,4.43
6,Hanguk,Jae-Shin Cha,427619238,,,29.21,2시즌 11주 0일,970,5,5,7,7,20,TRUE,1,7,3,6,3,2,10,729,2018-02-28,5,WB,380000,9,,,4.77,7.69,7.31,6.27,5.41,4.98
8,Hanguk,Hong-Chan Son,427619240,,Y×1,23.81,2시즌 11주 0일,1040,5,3,5,8,20,TRUE,1,5,6,5,5,1,8,616,2018-02-28,3.5,WB,310000,1,,,3.48,5.97,6.09,6.2,6.27,4.69
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.88,2시즌 11주 0일,1290,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,646,2018-02-28,4.5,IM,330000,10,,,3.79,6.16,6.63,6.46,6.98,5.76
10,Hanguk,Kwang-Eul Jeon,427619242,,Y×1,25.87,2시즌 11주 0일,1500,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,756,2018-03-04,4.5,IM,430000,6,,,4.19,7.02,7.66,6.98,7.59,5.38
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.54,2시즌 11주 0일,790,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,618,2018-02-28,4,W,330000,10,,,4.81,6.65,7.15,6.88,7.38,5.69
12,Hanguk,Chan-Myung Lee,427619244,,,27.63,2시즌 11주 0일,1090,3,4,7,7,20,TRUE,1,3,7,3,4,3,8,759,2018-02-28,5,IM,410000,8,,,3.64,5.84,6.4,7,7.88,6.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,23.51,2시즌 11주 0일,1560,2,3,7,8,20,TRUE,1,5,6,6,5,2,9,616,2018-03-04,5,W,330000,10,,,4.11,7.23,7.19,7.52,7.44,6.05
14,Hanguk,Se-Jong Cho,427619246,,,30.51,2시즌 11주 0일,600,4,5,7,6,20,TRUE,1,5,5,6,3,4,8,601,2018-02-28,4.5,WB,280000,18,,,4.19,6.96,6.78,6.81,6.57,6.22
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×1,24.104,2시즌 11주 0일,2410,5,4,8,8,20,TRUE,1,5,5,7,6,2,9,745,2018-02-28,5.5,W,350000,13,,,4.41,7.61,7.23,7.73,7.21,6.4
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,20.98,2시즌 11주 0일,1520,6,2,6,7,20,TRUE,1,3,3,6,4,7,10,772,2018-03-04,5.5,FW,410000,21,,,3.07,4.83,4.32,4.96,4.54,6.24
