Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,23.85,2시즌 2주 1일,2270,2,4,6,8,20,TRUE,6,4,1,1,1,1,5,659,2018-04-08,4,KP,990000,0,,,6.86,4.47,4.59,3.41,3.24,2.93
2,Hanguk,Soon Jung,429263807,,,29.62,2시즌 2주 1일,90,7,5,4,6,20,TRUE,5,6,1,1,3,1,3,602,2018-04-04,3,KP,720000,0,,,5.39,4.41,4.57,3.16,2.94,2.62
3,Hanguk,Dong-Ho Lee,429263808,,,31.4,2시즌 2주 1일,400,4,5,8,6,20,TRUE,1,7,5,2,2,2,4,689,2018-04-04,4,W,320000,5,,,4.88,7.56,8.19,6.5,6.85,5.03
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,20.42,2시즌 2주 1일,9400,2,2,7,7,20,TRUE,1,11,4,3,4,2,5,1111,2018-04-04,5.5,CD,1890000,1,,,5.49,9.24,9.71,6.59,6.29,4.69
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.100,2시즌 2주 1일,410,3,6,8,6,20,TRUE,1,7,4,3,3,1,7,694,2018-04-04,4.5,W,350000,5,,,4.86,7.45,7.75,6.25,6.16,4.62
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,33.84,2시즌 2주 1일,380,2,6,6,6,20,TRUE,2,7,5,5,5,2,6,680,2018-04-08,4,W,320000,13,,,4.89,7.1,7.17,6.45,6.25,5.14
8,Hanguk,Min-Gyu Jung,429263814,,,23.46,2시즌 2주 1일,4920,1,3,6,8,20,TRUE,1,9,6,4,4,2,5,918,2018-04-04,5,CD,670000,2,,,4.82,8.39,8.85,7.14,7.2,5.23
9,Hanguk,Seung-Min Lee,429263815,Quick,,21.53,2시즌 2주 1일,5100,3,3,4,8,20,TRUE,1,9,6,3,6,2,6,904,2018-04-04,4.5,CD,630000,0,,,3.94,6.72,7.23,5.82,6.03,4.42
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,26.15,2시즌 2주 1일,4450,4,4,7,7,20,TRUE,1,8,7,2,3,2,4,893,2018-04-04,5,IM,770000,1,,,5.06,8.47,9.42,7.66,8.39,5.67
11,Hanguk,Ryung-Tae Kim,429263818,,,27.81,2시즌 2주 1일,2770,2,4,7,7,20,TRUE,2,8,6,3,5,3,5,804,2018-04-08,5,IM,490000,7,,,5.66,8.32,8.94,7.44,7.8,6.12
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,26.78,2시즌 2주 1일,1330,5,4,8,7,20,TRUE,1,4,7,3,5,3,4,735,2018-04-04,5,IM,410000,5,,,4.07,6.63,7.25,7.54,8.39,6.66
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.93,2시즌 2주 1일,6330,2,3,6,8,20,TRUE,1,9,6,6,5,3,4,916,2018-04-04,5.5,WB,470000,2,,,4.84,8.76,8.88,7.62,7.34,5.98
15,Hanguk,Bong-Joo Kim,429263823,,,24.27,2시즌 2주 1일,9320,4,4,7,8,20,TRUE,1,9,6,7,6,2,4,971,2018-04-01,6,WB,810000,5,,,5.37,9.79,9.73,8.66,8.13,6.48
16,Hanguk,Kil-Sung Park,429263824,,,20.89,2시즌 2주 1일,1610,5,2,7,7,20,TRUE,1,4,3,5,4,7,6,763,2018-04-04,5.5,FW,410000,12,,,3.55,5.52,5.2,5.27,4.96,6.56
17,Hanguk,Seung-Ok Lee,429263826,Technical,,35.38,2시즌 2주 1일,20,5,7,5,4,20,TRUE,1,2,3,3,2,6,5,590,2018-04-08,4,FW,260000,16,,,2.84,3.66,3.63,3.89,4.01,4.87
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,27.53,2시즌 2주 1일,1190,2,5,5,7,20,TRUE,1,3,5,3,6,6,3,652,2018-04-08,5,FW,310000,25,,,3.2,4.7,4.94,5.38,5.85,6.19
31,Česká republika,Leoš Broukal,397610518,Head,,29.35,1시즌 9주 0일,13950,3,6,6,7,14,FALSE,1,9,9,2,8,5,4,889,2018-04-08,5.5,IM,1860000,36,,,4.31,8.03,9.18,7.85,8.97,6.89
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.94,1시즌 8주 0일,950,5,2,6,7,20,TRUE,1,7,4,2,2,4,1,758,2018-04-08,3.5,CD,250000,3,,,4,6.25,6.69,5.03,5.22,4.59
38,Hanguk,In-Ho Ryu,432215232,Quick,,19.94,1시즌 2주 6일,110,2,1,6,6,20,TRUE,1,3,4,2,2,5,5,507,2018-04-04,3,FW,250000,3,,,2.48,3.66,3.94,3.81,4.22,4.31
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.102,15주 0일,2090,3,2,7,6,20,TRUE,1,8,4,4,3,3,3,864,2018-04-08,4.5,CD,310000,0,,,4.48,7.48,7.64,5.95,5.67,4.85
44,Hanguk,Sang-Yong Jang,433566477,,,19.69,14주 0일,1780,2,1,5,6,20,TRUE,1,6,6,6,5,4,2,638,2018-04-08,3,WB,330000,3,,,3.04,5.77,5.77,5.7,5.64,5.01
46,Hanguk,Jung-Oh Han,433730490,Technical,,19.75,12주 1일,720,4,1,7,6,20,TRUE,1,7,3,5,1,3,3,705,2018-04-08,4,WB,270000,1,,,3.74,6.36,6.17,4.82,4.21,3.91
48,Hanguk,Jin-Taek Cho,433931826,Powerful 있음,,18.91,10주 0일,650,1,1,6,6,20,TRUE,1,6,5,4,2,4,5,629,2018-04-08,3,CD,270000,0,,,3.29,5.73,5.93,5.16,5.23,4.56
49,Hanguk,Jong-Man Lee,434457332,Unpredictable,,17.92,7주 5일,110,5,1,6,5,20,TRUE,1,4,3,5,2,3,2,507,2018-04-08,3,W,250000,2,,,2.58,4.19,3.93,3.84,3.47,3.52
50,Hanguk,Cheon-Won Kong,434535551,Technical,,18.43,6주 6일,310,5,1,4,5,20,TRUE,1,5,3,2,2,6,2,646,2018-02-25,2.5,W,290000,0,,,2.28,3.41,3.59,2.85,2.97,3.41
51,Hanguk,So-Hyeon Kim,434669477,Head,,18.58,5주 1일,110,3,1,5,5,20,TRUE,1,3,5,2,4,2,4,514,2018-04-08,3,IM,250000,0,,,2.15,3.34,3.68,3.79,4.24,3.31
54,Hanguk,Kwang-Hyun Seo,434869614,Unpredictable,,18.66,3주 0일,400,2,1,7,5,20,TRUE,1,3,5,4,5,4,2,526,2018-04-08,3.5,W,250000,4,,,2.54,4.25,4.34,4.89,5.14,4.92
55,Hanguk,Jong-Hun Kim,434942339,,,17.99,2주 1일,120,6,0,6,5,20,TRUE,1,2,3,4,3,5,3,511,,,,250000,0,,,2.14,3.15,2.97,3.47,3.41,4.17
