Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,24.75,3시즌 3일,2500,2,4,8,8,20,TRUE,6,4,1,1,1,1,5,647,2018-07-15,4.5,KP,990000,0,,,7.64,4.98,5.11,3.81,3.61,3.27
2,Hanguk,Soon Jung,429263807,,,30.52,3시즌 3일,150,7,6,7,6,20,TRUE,5,6,1,1,3,1,3,605,2018-07-18,4,KP,680000,0,,,7.15,5.87,6.07,4.23,3.94,3.53
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,34.74,3시즌 3일,150,2,6,6,5,20,TRUE,2,7,5,4,5,2,5,680,2018-07-18,4.5,W,310000,16,,,4.89,6.94,7.17,6.28,6.25,5.04
9,Hanguk,Seung-Min Lee,429263815,Quick,,22.43,3시즌 3일,7720,3,3,5,8,20,TRUE,1,10,6,3,6,2,6,1000,2018-07-15,5,IM,1330000,2,,,4.66,8.01,8.62,6.68,6.86,4.96
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,27.5,3시즌 3일,5130,4,4,7,7,20,TRUE,1,9,7,2,3,2,4,916,2018-07-18,5.5,IM,870000,4,,,5.31,8.98,9.97,7.8,8.47,5.65
11,Hanguk,Ryung-Tae Kim,429263818,,Y×1,28.71,3시즌 3일,2770,2,4,8,7,20,TRUE,2,8,6,3,5,3,5,804,2018-07-18,5.5,IM,530000,8,,,5.82,8.55,9.19,7.65,8.02,6.29
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,Y×1,27.68,3시즌 3일,1310,5,4,7,7,20,TRUE,1,5,7,3,5,3,4,705,2018-07-15,5,IM,410000,9,,,4.19,6.93,7.57,7.44,8.19,6.42
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×2,23.83,3시즌 3일,9710,2,4,7,8,20,TRUE,1,10,6,6,5,3,4,1008,2018-07-15,6.5,W,1110000,4,,,5.65,10.15,10.32,8.54,8.19,6.6
15,Hanguk,Bong-Joo Kim,429263823,,,25.17,3시즌 3일,12180,4,4,7,7,20,TRUE,1,9,6,7,6,2,4,1011,2018-07-15,6.5,W,1350000,7,,,5.35,9.75,9.69,8.63,8.1,6.45
16,Hanguk,Kil-Sung Park,429263824,,,21.79,3시즌 3일,1780,5,2,7,7,20,TRUE,1,4,3,5,4,7,6,780,2018-07-11,5.5,FW,410000,14,,,3.6,5.6,5.27,5.34,5.03,6.65
