Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,25.40,6 s 8 wk 6 d,111670,3,3,7,7,20,TRUE,18,5,1,1,1,2,10,1812,2019-07-03,9,KP,40300000,0,15.67,5.6,5.21,5.28,4.82,5.38,5.57,4.66,4.27,3.69,3.63,3.55,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,15.67
4,Hanguk,Ji-Woon Lee,427619236,,,25.81,7 s 0 wk 6 d,980,5,4,5,7,20,TRUE,1,7,4,3,5,2,9,715,2019-06-30,4,CD,390000,27,4.05,6.59,6.31,6.42,6.04,6.57,6.62,6.12,5.78,5.41,5.39,5.28,5.52,5.37,5.36,5.22,4.44,4.91,4.34,0,CDtw,6.62
8,Hanguk,Hong-Chan Son,427619240,,,28.10,7 s 0 wk 6 d,1000,5,5,7,7,20,TRUE,1,5,6,5,5,1,10,613,2019-06-30,4,W,310000,17,4.3,7.12,7.18,7.24,7.25,7.32,7.19,7.5,7.34,7.45,7.52,7.36,7.57,7.52,7.61,7.45,5.7,6.54,5.64,0,IMtw,7.61
10,Hanguk,Kwang-Eul Jeon,427619242,,,30.16,7 s 0 wk 6 d,920,4,6,7,6,20,TRUE,1,6,7,3,3,2,11,703,2019-06-30,5,IM,390000,32,4.6,7.59,7.55,7.84,7.54,8.22,7.85,8.39,7.49,7.51,7.75,7.07,8.32,8.15,7.99,7.94,5.83,6.44,5.48,0,Cdo,8.39
11,Hanguk,Kwang-Hwan Yun,427619243,,Inj 2,32.95,7 s 0 wk 6 d,160,6,6,8,5,20,TRUE,2,5,6,2,5,2,10,590,2019-06-19,4,W,300000,24,4.99,6.68,6.64,6.93,6.63,7.31,6.94,7.49,6.79,6.86,7.04,6.52,7.58,7.55,7.34,7.5,5.75,6.56,5.35,0,IMd,7.58
12,Hanguk,Chan-Myung Lee,427619244,,,31.104,7 s 0 wk 6 d,370,3,5,6,6,20,TRUE,1,3,7,3,4,3,10,694,2019-07-03,4,IM,360000,13,3.4,5.16,5.38,5.6,5.63,5.89,5.42,6.53,6.02,6.44,6.68,6.16,7.16,7.22,7.03,7.26,5.76,6.27,5.42,0,IMo,7.26
13,Hanguk,Sung-Kook Han,427619245,Technical,,27.92,7 s 0 wk 6 d,1560,2,5,8,7,20,TRUE,1,5,6,6,5,2,10,639,2019-07-03,5,W,330000,35,4.46,7.53,7.63,7.61,7.73,7.58,7.54,7.77,7.79,7.92,7.96,7.92,7.87,7.83,7.98,7.78,6.42,0,6.47,7.06,IMtw,7.98
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,,29.33,7 s 0 wk 6 d,1480,5,5,6,6,20,TRUE,1,5,5,7,6,2,10,704,2019-06-30,5,W,340000,22,3.95,6.67,6.73,6.59,6.78,6.4,6.55,6.4,6.8,6.84,6.76,7.03,6.39,6.39,6.65,6.38,5.68,6.21,5.9,0,Wo,7.03
16,Hanguk,Dong-Shik Kim,427619248,,,25.27,7 s 0 wk 6 d,1360,6,4,5,7,20,TRUE,1,3,3,6,4,7,12,769,2019-06-30,5,FW,410000,71,3.15,4.68,4.77,4.57,4.84,4.3,4.52,4.3,4.84,4.89,4.77,5.14,4.42,4.5,4.61,4.6,6.07,5.41,6.33,0,FWtw,6.33
25,Polska,Pylyp Nagorniak,406205227,,,33.27,6 s 11 wk 5 d,210,5,4,4,5,20,FALSE,1,6,6,3,6,2,11,590,2019-07-03,3.5,IM,348000,15,2.86,4.93,4.86,5.03,4.8,5.25,5.07,5.25,4.86,4.83,4.91,4.64,5.19,5.15,5.06,5.1,3.89,4.53,3.67,0,CD,5.25
