Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.108,1시즌 5주 3일,2460,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,658,2018-01-07,4,KP,990000,0,,,6.89,4.07,4.15,3.32,3.19,2.97
2,Hanguk,Soon Jung,429263807,,,28.85,1시즌 5주 3일,100,7,5,8,7,20,TRUE,5,5,1,1,3,1,3,312,2018-01-10,4,KP,770000,0,,,7.15,5.52,5.69,4.17,3.94,3.61
3,Hanguk,Dong-Ho Lee,429263808,,,30.27,1시즌 5주 3일,400,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,612,2018-01-10,3.5,W,310000,5,,,4.14,6.31,6.84,5.69,6.06,4.53
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.65,1시즌 5주 3일,4180,2,2,6,7,20,TRUE,1,9,4,3,4,2,5,976,2018-01-10,4.5,CD,730000,1,,,4.53,7.47,7.83,5.73,5.57,4.3
5,Hanguk,Pyung-Jae Song,429263810,Powerful 있음,,32.11,1시즌 5주 3일,400,3,6,8,6,20,TRUE,1,7,4,4,3,1,7,693,2018-01-10,4,W,350000,5,,,4.92,7.72,7.84,6.52,6.23,4.79
6,Hanguk,Yong-Seo Kwon,429263811,,,27.95,1시즌 5주 3일,3770,3,4,5,7,20,TRUE,1,9,3,6,4,2,6,961,2018-01-07,4,W,570000,5,,,4.46,7.41,7.17,5.64,4.81,4.3
7,Hanguk,Ang-Ri Choi,429263812,Powerful 있음,,32.107,1시즌 5주 3일,670,2,5,6,6,20,TRUE,2,7,6,5,5,3,6,680,2018-01-10,4,IM,320000,4,,,4.83,7.24,7.44,6.83,6.85,5.67
8,Hanguk,Min-Gyu Jung,429263814,,,22.69,1시즌 5주 3일,2200,1,3,5,7,20,TRUE,1,7,6,4,4,2,5,804,2018-01-10,3.5,CD,330000,2,,,3.89,6.65,6.99,6.16,6.31,4.72
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.76,1시즌 5주 3일,2950,3,2,6,7,20,TRUE,1,7,6,3,6,2,6,784,2018-01-10,4,CD,330000,0,,,4.04,6.88,7.42,6.49,6.85,5.12
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,,25.38,1시즌 5주 3일,3480,4,4,5,7,20,TRUE,1,8,7,2,3,2,4,868,2018-01-10,4.5,IM,570000,1,,,4.29,7.18,7.98,6.49,7.11,4.8
11,Hanguk,Ryung-Tae Kim,429263818,,,26.104,1시즌 5주 3일,2220,2,4,5,7,20,TRUE,2,7,6,3,5,3,5,773,2018-01-07,4.5,IM,350000,4,,,4.6,6.65,7.15,6.21,6.57,5.23
12,Hanguk,Jung-Eum Yun,429263819,Powerful 있음,,25.101,1시즌 5주 3일,1130,5,4,7,7,20,TRUE,1,4,7,3,5,3,4,709,2018-01-10,4.5,IM,410000,5,,,3.94,6.42,7.02,7.31,8.13,6.45
13,Hanguk,Hong-Woon Kim,429263820,Technical,,22.4,1시즌 5주 3일,3510,2,3,6,8,20,TRUE,1,7,6,6,5,3,4,780,2018-01-10,4.5,WB,470000,2,,,4.32,7.73,7.77,7.3,7.13,5.97
15,Hanguk,Bong-Joo Kim,429263823,,,23.50,1시즌 5주 3일,5800,4,3,7,7,20,TRUE,1,7,6,7,6,2,4,814,2018-01-10,5,WB,410000,5,,,4.63,8.46,8.32,8.1,7.7,6.28
16,Hanguk,Kil-Sung Park,429263824,,,20.0,1시즌 5주 3일,1450,5,2,7,7,20,TRUE,1,4,3,5,4,7,6,744,2018-01-10,5.5,FW,410000,12,,,3.46,5.38,5.07,5.13,4.83,6.39
17,Hanguk,Seung-Ok Lee,429263826,Technical,,34.61,1시즌 5주 3일,50,5,7,6,5,20,TRUE,1,2,4,3,3,6,5,590,2018-01-07,4.5,FW,290000,13,,,3.11,4.19,4.27,4.73,5.06,5.69
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.76,1시즌 5주 3일,1250,2,5,6,7,20,TRUE,1,3,5,3,6,6,3,642,2018-01-07,5.5,FW,310000,18,,,3.49,5.12,5.38,5.86,6.38,6.75
31,Česká republika,Leoš Broukal,397610518,Head,,28.58,12주 3일,15960,3,6,6,6,10,FALSE,1,9,9,2,8,5,4,904,2018-01-07,6,IM,1980000,29,,,4.11,7.82,8.96,7.63,8.75,6.68
32,Deutschland,Toktamış Batmaz,413755690,,,24.25,12주 3일,8780,5,2,6,8,10,FALSE,1,7,8,2,8,3,3,840,2018-01-07,4,CD,900000,4,,,3.2,6.33,7.31,6.59,7.59,5.38
33,Hanguk,Dong-Hyeon Lee,431740152,,,18.5,11주 2일,220,5,1,8,6,20,TRUE,1,5,4,2,2,4,1,512,2018-01-07,3,CD,250000,1,,,3.38,5.27,5.66,4.7,5.02,4.56
36,Hanguk,Ki-Bum Lee,432028611,,,18.62,8주 2일,70,7,1,7,6,20,TRUE,1,3,3,3,4,3,6,404,2018-01-07,3,W,250000,0,,,2.69,3.94,3.94,4.02,4.02,4.08
38,Hanguk,In-Ho Ryu,432215232,Quick,,19.5,6주 1일,100,2,1,7,5,20,TRUE,1,3,4,2,2,5,5,507,2018-01-10,3.5,FW,250000,3,,,2.54,3.75,4.03,3.89,4.31,4.41
41,Oceania,Cedrick Williamson,430364099,Powerful 있음,,18.28,4주 0일,3690,3,2,5,5,6,FALSE,1,7,5,7,7,2,4,810,2018-01-07,3,WB,540000,0,,,2.48,5.26,5.05,4.84,4.37,3.65
43,Hanguk,Ji-Soo Kim,433466579,Technical,,18.13,2주 3일,550,3,1,6,5,20,TRUE,1,6,4,4,3,3,3,677,2018-01-07,3.5,WB,310000,0,,,3.11,5.25,5.32,4.55,4.42,3.88
