Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
1,Hanguk,Jong-Kyung Ji,429263806,Head,,22.53,13주 3일,2420,2,3,7,7,20,TRUE,6,3,1,1,1,1,5,655,2017-11-15,3.5,KP,990000,0,,,6.79,4.01,4.09,3.27,3.15,2.93
2,Hanguk,Soon Jung,429263807,,,28.30,13주 3일,1350,7,5,6,7,20,TRUE,5,5,1,1,3,1,3,580,2017-11-12,3.5,KP,770000,0,,,6.41,4.95,5.1,3.74,3.53,3.24
3,Hanguk,Dong-Ho Lee,429263808,,,29.84,13주 3일,410,4,5,6,6,20,TRUE,1,6,5,2,2,2,4,613,2017-11-15,3.5,W,300000,1,,,4.16,6.34,6.87,5.72,6.09,4.55
4,Hanguk,Sung-Bum Hyun,429263809,Technical,,19.10,13주 3일,2260,2,2,5,7,20,TRUE,1,9,4,3,4,2,5,903,2017-11-12,4,WB,730000,1,,,4.11,6.77,7.1,5.2,5.05,3.9
5,Hanguk,Pyung-Jae Song,429263810,Powerful,Y×1,31.68,13주 3일,430,3,5,6,6,20,TRUE,1,7,4,4,3,1,7,697,2017-11-12,3.5,W,310000,3,,,4.32,6.83,6.94,5.75,5.49,4.2
6,Hanguk,Yong-Seo Kwon,429263811,,,27.40,13주 3일,2720,3,4,5,7,20,TRUE,1,8,3,6,4,2,6,905,2017-11-15,4.5,WB,570000,3,,,4.24,6.98,6.7,5.52,4.74,4.32
7,Hanguk,Ang-Ri Choi,429263812,Powerful,,32.52,13주 3일,570,2,5,4,6,20,TRUE,2,7,6,5,6,3,6,680,2017-11-15,3.5,W,320000,2,,,3.96,5.93,6.09,5.65,5.68,4.76
8,Hanguk,Min-Gyu Jung,429263814,,,22.14,13주 3일,1390,1,3,6,6,20,TRUE,1,6,6,4,4,2,5,716,2017-11-12,4,CD,330000,2,,,3.92,6.63,6.96,6.44,6.67,5.06
9,Hanguk,Seung-Min Lee,429263815,Quick,,20.21,13주 3일,1710,3,2,6,6,20,TRUE,1,6,6,3,6,2,6,693,2017-11-12,3.5,CD,330000,0,,,3.69,6.22,6.71,6.18,6.58,4.99
10,Hanguk,Jung-Jae Lee,429263816,Unpredictable,Y×1,24.95,13주 3일,2510,4,3,6,7,20,TRUE,1,7,7,2,3,2,4,805,2017-11-15,4.5,CD,430000,1,,,4.24,7.12,7.96,6.72,7.45,5.06
11,Hanguk,Ryung-Tae Kim,429263818,,,26.49,13주 3일,1490,2,3,5,7,20,TRUE,2,7,6,3,5,3,5,704,2017-11-15,3.5,CD,350000,2,,,4.44,6.48,6.97,6.05,6.4,5.07
12,Hanguk,Jung-Eum Yun,429263819,Powerful,,25.46,13주 3일,1070,5,4,6,7,20,TRUE,1,4,7,3,5,3,4,709,2017-11-15,4.5,IM,410000,5,,,3.62,5.91,6.46,6.72,7.48,5.94
13,Hanguk,Hong-Woon Kim,429263820,Technical,Y×1,21.61,13주 3일,2580,2,3,7,8,20,TRUE,1,6,6,6,5,3,4,668,2017-11-15,4.5,WB,330000,0,,,4.36,7.75,7.75,7.66,7.55,6.41
15,Hanguk,Bong-Joo Kim,429263823,,,22.107,13주 3일,3550,4,3,6,7,20,TRUE,1,6,6,7,6,2,4,806,2017-11-12,4,WB,370000,3,,,3.99,7.26,7.09,7.27,6.96,5.76
16,Hanguk,Kil-Sung Park,429263824,,,19.57,13주 3일,1250,5,2,6,6,20,TRUE,1,3,3,5,4,7,6,772,2017-11-15,5,FW,410000,8,,,2.91,4.42,4.1,4.53,4.31,5.82
17,Hanguk,Seung-Ok Lee,429263826,Technical,Y×2,34.6,13주 3일,50,5,7,4,6,20,TRUE,1,2,4,3,3,7,5,680,2017-11-12,3.5,FW,290000,5,,,2.61,3.52,3.59,3.97,4.27,5.05
18,Hanguk,Min-Ho Ji,429263827,Unpredictable,,26.21,13주 3일,1240,2,4,7,7,20,TRUE,1,3,5,3,6,6,3,623,2017-11-12,3.5,IM,310000,13,,,3.6,5.34,5.62,6.13,6.68,7.08
28,Portugal,Baltasar Vieira,431142669,,Inj 3,28.27,5주 2일,700,3,5,6,7,7,FALSE,1,5,6,6,4,4,3,595,2017-11-15,4,W,372000,2,,,2.95,5.79,5.75,5.97,5.95,5.29
29,France,Vincent Wallois,403086843,Unpredictable,,28.14,5주 1일,3130,3,3,8,7,7,FALSE,1,6,8,4,6,4,3,796,2017-11-12,4.5,IM,660000,8,,,3.29,6.79,7.45,7.31,8.09,6.27
31,Česká republika,Leoš Broukal,397610518,Head,Y×1,28.3,4주 3일,15740,3,6,5,6,6,FALSE,1,9,9,2,8,5,4,928,2017-11-15,5,IM,1980000,26,,,3.44,6.68,7.68,6.51,7.49,5.68
32,Deutschland,Toktamış Batmaz,413755690,,,23.82,4주 3일,6460,5,2,5,7,7,FALSE,1,6,8,2,8,3,3,869,2017-11-08,3.5,IM,804000,4,,,2.54,5.15,6.01,5.71,6.67,4.76
33,Hanguk,Dong-Hyeon Lee,431740152,,,17.62,3주 2일,80,5,1,6,5,20,TRUE,1,3,4,2,2,4,1,412,2017-11-15,2,CD,250000,0,,,2.42,3.57,3.84,3.71,4.08,3.88
36,Hanguk,Ki-Bum Lee,432028611,,,18.7,2일,60,7,1,6,5,20,TRUE,1,3,3,3,4,3,6,406,,,,250000,0,,,2.36,3.45,3.45,3.52,3.52,3.57
99,Hanguk,In-Guh Park,429263805,,,41.61,13주 3일,0,4,6,2,2,20,TRUE,0,0,0,0,0,0,0,240,,,,250000,0,,,0.85,0.85,0.85,0.85,0.85,0.85
