Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,TC,PH,KPPos,WBPos,CDPos,WPos,IMPos,FWPos
2,Hanguk,Jee-Hoon Kim,428709461,,,20.57,1시즌 10주 6일,12920,3,2,7,7,20,TRUE,10,5,1,1,1,2,8,1008,2018-01-07,5.5,KP,1850000,0,,,9.84,4.9,5.07,3.41,3.2,3.12
3,Hanguk,Eun-Seok Hong,427619235,,,30.82,2시즌 2주 6일,330,5,5,5,6,20,TRUE,1,6,6,3,2,2,7,610,2018-01-07,3.5,CD,300000,8,,,3.74,6.02,6.47,5.7,6.05,4.42
4,Hanguk,Ji-Woon Lee,427619236,,,20.98,2시즌 2주 6일,1250,5,2,8,7,20,TRUE,1,7,4,3,5,2,7,737,2018-01-03,4.5,CD,390000,9,,,4.46,7.16,7.47,6.09,6.04,4.92
5,Hanguk,Jang-Soo Choi,427619237,Quick,,32.32,2시즌 2주 6일,120,5,5,7,6,20,TRUE,1,6,4,4,2,1,10,590,2018-01-03,4,CD,270000,3,,,4.34,6.76,6.83,5.88,5.66,4.33
6,Hanguk,Jae-Shin Cha,427619238,,,28.79,2시즌 2주 6일,980,5,5,5,7,20,TRUE,1,7,3,6,3,2,10,760,2017-12-24,3,WB,390000,8,,,4.07,6.55,6.23,5.34,4.61,4.24
7,Hanguk,In-Moo Byon,427619239,,,33.67,2시즌 2주 6일,190,1,6,7,5,20,TRUE,2,6,5,5,5,2,6,590,2018-01-07,4,WB,290000,5,,,4.87,6.94,6.97,6.6,6.45,5.38
8,Hanguk,Hong-Chan Son,427619240,,,23.27,2시즌 2주 6일,1040,5,3,5,8,20,TRUE,1,5,6,5,5,1,8,616,2018-01-03,3.5,WB,310000,1,,,3.48,5.98,6.1,6.21,6.27,4.69
9,Hanguk,Hoi-Taek Park,427619241,Unpredictable,,21.34,2시즌 2주 6일,1270,2,3,6,7,20,TRUE,1,5,6,3,6,3,10,643,2018-01-03,4.5,IM,330000,10,,,3.76,6.11,6.58,6.41,6.92,5.71
10,Hanguk,Kwang-Eul Jeon,427619242,,,25.33,2시즌 2주 6일,1500,4,4,6,7,20,TRUE,1,6,7,3,3,2,9,756,2018-01-07,4.5,IM,430000,6,,,4.18,7.01,7.64,6.97,7.58,5.37
11,Hanguk,Kwang-Hwan Yun,427619243,,,28.0,2시즌 2주 6일,920,6,4,7,7,20,TRUE,2,5,6,3,5,2,9,646,2018-01-07,4,W,330000,10,,,4.81,6.65,7.14,6.88,7.38,5.69
