Number,Nat,Player,PlayerID,Special,Stat,Age,Since,TSI,LS,XP,Fo,Stm,Lo,MB,KP,DF,PM,WI,PS,SC,SP,Psico,Last,Rt,Pos,Wage,G,KPPos,WBdPos,WBPos,WBtmPos,WBoPos,CDPos,CDtwPos,CDoPos,WdPos,WPos,WtmPos,WoPos,IMdPos,IMPos,IMtwPos,IMoPos,FWPos,FWdPos,FWtwPos,TDFPos,BPo,BPoV
2,Hanguk,Jee-Hoon Kim,428709461,,,23.68,4 시즌 12 주 6 일,69830,3,3,7,8,20,TRUE,16,5,1,1,1,2,10,1592,2018-12-19,8.5,KP,19050000,0,14.31,5.6,5.21,5.28,4.82,5.38,5.56,4.66,4.27,3.69,3.63,3.54,3.71,3.48,3.46,3.25,3.4,3.21,3.39,0,KP,14.31
4,Hanguk,Ji-Woon Lee,427619236,,,23.109,5 시즌 4 주 6 일,1240,5,4,7,8,20,TRUE,1,7,4,3,5,2,9,722,2018-12-19,4.5,CD,390000,26,4.82,7.83,7.5,7.64,7.18,7.81,7.87,7.27,6.87,6.44,6.41,6.27,6.56,6.39,6.37,6.21,5.28,5.84,5.16,0,CDtw,7.87
6,Hanguk,Jae-Shin Cha,427619238,,,31.90,5 시즌 4 주 6 일,550,5,6,8,6,20,TRUE,1,7,3,6,3,1,11,702,2018-12-16,5,WB,350000,24,4.79,7.93,7.66,7.5,7.37,7.29,7.71,6.61,6.77,6.26,6.09,6.37,5.65,5.39,5.73,5.12,4.62,4.82,4.96,0,WBd,7.93
8,Hanguk,Hong-Chan Son,427619240,,,26.38,5 시즌 4 주 6 일,1240,5,4,8,7,20,TRUE,1,5,6,5,5,1,10,641,2018-12-19,4.5,W,310000,9,4.26,7.13,7.19,7.25,7.26,7.34,7.2,7.51,7.35,7.47,7.54,7.38,7.59,7.54,7.63,7.47,5.68,6.54,5.62,0,IMtw,7.63
10,Hanguk,Kwang-Eul Jeon,427619242,,,28.44,5 시즌 4 주 6 일,1260,4,5,6,7,20,TRUE,1,6,7,3,3,2,11,728,2018-12-02,4.5,IM,430000,19,4.22,7.03,7,7.27,6.98,7.63,7.28,7.79,6.94,6.96,7.18,6.55,7.72,7.56,7.41,7.37,5.39,5.95,5.05,0,Cdo,7.79
11,Hanguk,Kwang-Hwan Yun,427619243,,,31.11,5 시즌 4 주 6 일,380,6,5,6,6,20,TRUE,2,5,6,2,5,2,10,605,2018-12-16,3.5,W,310000,18,4.47,6.01,5.97,6.24,5.96,6.59,6.25,6.74,6.11,6.17,6.34,5.86,6.83,6.8,6.61,6.75,5.16,5.9,4.8,0,IMd,6.83
12,Hanguk,Chan-Myung Lee,427619244,,Y×1,30.20,5 시즌 4 주 6 일,580,3,5,7,6,20,TRUE,1,3,7,3,4,3,10,702,2018-12-19,4,IM,380000,10,3.69,5.6,5.84,6.08,6.11,6.39,5.88,7.08,6.53,6.98,7.24,6.68,7.77,7.83,7.62,7.87,6.25,6.8,5.88,0,IMo,7.87
13,Hanguk,Sung-Kook Han,427619245,Technical,,26.8,5 시즌 4 주 6 일,1470,2,4,6,7,20,TRUE,1,5,6,6,5,2,10,638,2018-12-16,4,W,330000,27,3.82,6.53,6.62,6.6,6.7,6.58,6.54,6.74,6.76,6.88,6.91,6.88,6.83,6.8,6.93,6.75,5.56,0,5.6,6.12,IMtw,6.93
15,Hanguk,Man-Ok Lee,427619247,Unpredictable,Y×2,27.61,5 시즌 4 주 6 일,2120,5,5,6,7,20,TRUE,1,5,5,7,6,2,10,770,2018-12-19,5,W,350000,16,4,6.74,6.81,6.66,6.86,6.47,6.63,6.47,6.88,6.92,6.83,7.11,6.46,6.46,6.72,6.45,5.75,6.28,5.97,0,Wo,7.11
16,Hanguk,Dong-Shik Kim,427619248,,Y×1,23.55,5 시즌 4 주 6 일,1510,6,4,6,8,20,TRUE,1,3,3,6,4,7,12,753,2018-12-19,5.5,FW,410000,59,3.44,5.12,5.22,5,5.3,4.71,4.94,4.71,5.29,5.35,5.22,5.63,4.84,4.93,5.04,5.04,6.65,5.92,6.92,0,FWtw,6.92
